mS[GeV], efficiency
298.38709677419365, 0.0034117647058823503
500, 0.007176470588235295
753.4562211981568, 0.00929411764705882
1001.1520737327191, 0.010823529411764704
1254.6082949308757, 0.009705882352941175
1502.3041474654376, 0.012882352941176466
1749.9999999999998, 0.01141176470588235
2003.4562211981563, 0.012470588235294115
3005.760368663594, 0.013999999999999999

