ctau[mm], evs[100fb-1]
520.83018867924528, 1.6447368421052602
1010.8867924528302, 15.85526315789474
1500.94339622641508, 62.03947368421052
2030.77358490566036, 94.60526315789471
2980.11320754716985, 128.94736842105263
4000, 144.93421052631578
5010.88679245283026, 128.94736842105263
7010.8867924528303, 144.93421052631578
9010.8867924528304, 120.65789473684211
12000.0000000000002, 84.53947368421055
14980.1132075471698, 50.19736842105263
20000.0000000000005, 34.21052631578948

