# m1,m0,ms,tau,lambdauv,chxx10,ychi1,ychi10,sina,eff,efferror
9.950e+02,7.950e+02,2.000e+03,1.334e-07,4.602e+10,1.000e-01,1.000e+00,1.000e+00,2.000e-01,9.272e-04,9.319e-05
9.798e+02,7.798e+02,2.000e+03,3.335e-09,7.256e+09,1.000e-01,1.000e+00,1.000e+00,2.000e-01,0.000e+00,0.000e+00
9.798e+02,7.798e+02,2.000e+03,1.668e-08,1.623e+10,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.196e-03,1.057e-04
9.798e+02,7.798e+02,2.000e+03,3.335e-08,2.295e+10,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.668e-03,1.250e-04
9.798e+02,7.798e+02,2.000e+03,6.671e-08,3.245e+10,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.689e-03,1.259e-04
1.225e+02,7.247e+01,2.500e+02,1.304e-07,6.802e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,5.342e-04,9.030e-05
9.798e+02,7.798e+02,2.000e+03,1.334e-07,4.589e+10,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.103e-03,1.015e-04
2.487e+02,1.987e+02,5.000e+02,3.320e-09,1.323e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,0.000e+00,0.000e+00
2.487e+02,1.987e+02,5.000e+02,1.660e-08,2.959e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,7.696e-04,1.002e-04
2.487e+02,1.987e+02,5.000e+02,3.320e-08,4.185e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,9.372e-04,1.105e-04
2.487e+02,1.987e+02,5.000e+02,6.640e-08,5.918e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,6.624e-04,9.276e-05
2.487e+02,1.987e+02,5.000e+02,1.328e-07,8.370e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,6.896e-04,9.473e-05
2.449e+02,1.949e+02,5.000e+02,3.327e-09,1.320e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,0.000e+00,0.000e+00
2.449e+02,1.949e+02,5.000e+02,1.664e-08,2.952e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.182e-03,1.232e-04
2.449e+02,1.949e+02,5.000e+02,3.327e-08,4.175e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.351e-03,1.318e-04
2.449e+02,1.949e+02,5.000e+02,6.654e-08,5.905e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.239e-03,1.264e-04
2.449e+02,1.949e+02,5.000e+02,1.331e-07,8.351e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,6.834e-04,9.387e-05
4.975e+02,4.475e+02,1.000e+03,3.332e-09,1.441e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,0.000e+00,0.000e+00
4.975e+02,4.475e+02,1.000e+03,1.666e-08,3.222e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,7.307e-04,8.994e-05
4.975e+02,4.475e+02,1.000e+03,3.332e-08,4.556e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,8.534e-04,9.725e-05
4.975e+02,4.475e+02,1.000e+03,6.664e-08,6.444e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,6.643e-04,8.576e-05
4.975e+02,4.475e+02,1.000e+03,1.333e-07,9.113e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,3.548e-04,6.273e-05
4.899e+02,4.399e+02,1.000e+03,3.327e-09,1.439e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,0.000e+00,0.000e+00
4.899e+02,4.399e+02,1.000e+03,1.664e-08,3.217e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,7.039e-04,8.799e-05
4.899e+02,4.399e+02,1.000e+03,3.327e-08,4.550e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.197e-03,1.146e-04
4.899e+02,4.399e+02,1.000e+03,6.655e-08,6.435e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,7.370e-04,9.004e-05
4.899e+02,4.399e+02,1.000e+03,1.331e-07,9.100e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,5.283e-04,7.625e-05
9.950e+02,9.450e+02,2.000e+03,3.335e-09,1.500e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,0.000e+00,0.000e+00
9.950e+02,9.450e+02,2.000e+03,1.667e-08,3.354e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,3.559e-04,5.773e-05
9.950e+02,9.450e+02,2.000e+03,3.335e-08,4.744e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,6.737e-04,7.939e-05
9.950e+02,9.450e+02,2.000e+03,6.670e-08,6.709e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,5.154e-04,6.950e-05
9.950e+02,9.450e+02,2.000e+03,1.334e-07,9.488e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,2.898e-04,5.205e-05
9.798e+02,9.298e+02,2.000e+03,3.343e-09,1.499e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,0.000e+00,0.000e+00
9.798e+02,9.298e+02,2.000e+03,1.672e-08,3.352e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,4.290e-04,6.325e-05
9.798e+02,9.298e+02,2.000e+03,3.343e-08,4.741e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,6.150e-04,7.570e-05
9.798e+02,9.298e+02,2.000e+03,6.687e-08,6.704e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,5.591e-04,7.218e-05
9.798e+02,9.298e+02,2.000e+03,1.337e-07,9.481e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,3.454e-04,5.679e-05
1.244e+02,2.437e+01,2.500e+02,3.288e-09,5.189e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,0.000e+00,0.000e+00
1.244e+02,2.437e+01,2.500e+02,1.644e-08,1.160e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,2.046e-03,1.774e-04
1.244e+02,2.437e+01,2.500e+02,3.288e-08,1.641e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,3.515e-03,2.323e-04
1.244e+02,2.437e+01,2.500e+02,6.577e-08,2.321e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,3.627e-03,2.361e-04
1.244e+02,2.437e+01,2.500e+02,1.315e-07,3.282e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,2.795e-03,2.072e-04
1.225e+02,2.247e+01,2.500e+02,3.252e-09,5.005e+06,1.000e-01,1.000e+00,1.000e+00,2.000e-01,0.000e+00,0.000e+00
1.225e+02,2.247e+01,2.500e+02,1.626e-08,1.119e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.754e-03,1.636e-04
1.225e+02,2.247e+01,2.500e+02,3.252e-08,1.583e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,3.020e-03,2.146e-04
1.225e+02,2.247e+01,2.500e+02,6.504e-08,2.238e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,3.011e-03,2.145e-04
1.225e+02,2.247e+01,2.500e+02,1.301e-07,3.165e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.739e-03,1.629e-04
2.487e+02,1.487e+02,5.000e+02,3.326e-09,1.015e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,0.000e+00,0.000e+00
2.487e+02,1.487e+02,5.000e+02,1.663e-08,2.269e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,2.377e-03,1.757e-04
2.487e+02,1.487e+02,5.000e+02,3.326e-08,3.209e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,3.808e-03,2.225e-04
2.487e+02,1.487e+02,5.000e+02,6.652e-08,4.538e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,3.056e-03,1.998e-04
2.487e+02,1.487e+02,5.000e+02,1.330e-07,6.417e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.768e-03,1.516e-04
2.449e+02,1.449e+02,5.000e+02,3.624e-09,1.051e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,0.000e+00,0.000e+00
2.449e+02,1.449e+02,5.000e+02,1.812e-08,2.350e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,4.143e-03,2.313e-04
2.449e+02,1.449e+02,5.000e+02,3.624e-08,3.323e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,5.458e-03,2.648e-04
2.449e+02,1.449e+02,5.000e+02,7.249e-08,4.700e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,4.453e-03,2.394e-04
2.449e+02,1.449e+02,5.000e+02,1.450e-07,6.647e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,2.593e-03,1.829e-04
4.975e+02,3.975e+02,1.000e+03,3.334e-09,1.240e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,0.000e+00,0.000e+00
4.975e+02,3.975e+02,1.000e+03,1.667e-08,2.774e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.824e-03,1.424e-04
4.975e+02,3.975e+02,1.000e+03,3.334e-08,3.923e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,2.657e-03,1.711e-04
4.975e+02,3.975e+02,1.000e+03,6.667e-08,5.547e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,2.167e-03,1.548e-04
4.975e+02,3.975e+02,1.000e+03,1.333e-07,7.845e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.263e-03,1.177e-04
4.899e+02,3.899e+02,1.000e+03,3.319e-09,1.235e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.103e-05,1.103e-05
4.899e+02,3.899e+02,1.000e+03,1.660e-08,2.761e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,2.917e-03,1.792e-04
4.899e+02,3.899e+02,1.000e+03,3.319e-08,3.904e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,3.356e-03,1.919e-04
4.899e+02,3.899e+02,1.000e+03,6.639e-08,5.522e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,2.414e-03,1.631e-04
4.899e+02,3.899e+02,1.000e+03,1.328e-07,7.809e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.585e-03,1.317e-04
9.950e+02,8.950e+02,2.000e+03,3.335e-09,1.346e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,0.000e+00,0.000e+00
9.950e+02,8.950e+02,2.000e+03,1.668e-08,3.009e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.264e-03,1.088e-04
9.950e+02,8.950e+02,2.000e+03,3.335e-08,4.255e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,2.020e-03,1.375e-04
9.950e+02,8.950e+02,2.000e+03,6.671e-08,6.018e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.325e-03,1.112e-04
9.950e+02,8.950e+02,2.000e+03,1.334e-07,8.511e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,8.135e-04,8.721e-05
9.798e+02,8.798e+02,2.000e+03,3.317e-09,1.342e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,0.000e+00,0.000e+00
9.798e+02,8.798e+02,2.000e+03,1.658e-08,3.000e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.155e-03,1.037e-04
9.798e+02,8.798e+02,2.000e+03,3.317e-08,4.242e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.970e-03,1.356e-04
9.798e+02,8.798e+02,2.000e+03,6.634e-08,5.999e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.492e-03,1.179e-04
9.798e+02,8.798e+02,2.000e+03,1.327e-07,8.484e+07,1.000e-01,1.000e+00,1.000e+00,2.000e-01,9.810e-04,9.574e-05
2.487e+02,4.875e+01,5.000e+02,3.338e-09,3.423e+09,1.000e-01,1.000e+00,1.000e+00,2.000e-01,0.000e+00,0.000e+00
2.487e+02,4.875e+01,5.000e+02,1.669e-08,7.654e+09,1.000e-01,1.000e+00,1.000e+00,2.000e-01,2.648e-03,1.858e-04
2.487e+02,4.875e+01,5.000e+02,3.338e-08,1.082e+10,1.000e-01,1.000e+00,1.000e+00,2.000e-01,4.162e-03,2.330e-04
2.487e+02,4.875e+01,5.000e+02,6.675e-08,1.531e+10,1.000e-01,1.000e+00,1.000e+00,2.000e-01,3.630e-03,2.173e-04
2.487e+02,4.875e+01,5.000e+02,1.335e-07,2.165e+10,1.000e-01,1.000e+00,1.000e+00,2.000e-01,2.268e-03,1.719e-04
2.449e+02,4.495e+01,5.000e+02,3.336e-09,3.340e+09,1.000e-01,1.000e+00,1.000e+00,2.000e-01,0.000e+00,0.000e+00
2.449e+02,4.495e+01,5.000e+02,1.668e-08,7.468e+09,1.000e-01,1.000e+00,1.000e+00,2.000e-01,3.519e-03,2.126e-04
2.449e+02,4.495e+01,5.000e+02,3.336e-08,1.056e+10,1.000e-01,1.000e+00,1.000e+00,2.000e-01,5.725e-03,2.717e-04
2.449e+02,4.495e+01,5.000e+02,6.671e-08,1.494e+10,1.000e-01,1.000e+00,1.000e+00,2.000e-01,4.466e-03,2.394e-04
2.449e+02,4.495e+01,5.000e+02,1.334e-07,2.112e+10,1.000e-01,1.000e+00,1.000e+00,2.000e-01,2.829e-03,1.903e-04
4.975e+02,2.975e+02,1.000e+03,3.336e-09,6.000e+09,1.000e-01,1.000e+00,1.000e+00,2.000e-01,0.000e+00,0.000e+00
4.975e+02,2.975e+02,1.000e+03,1.668e-08,1.342e+10,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.898e-03,1.447e-04
4.975e+02,2.975e+02,1.000e+03,3.336e-08,1.897e+10,1.000e-01,1.000e+00,1.000e+00,2.000e-01,2.882e-03,1.787e-04
4.975e+02,2.975e+02,1.000e+03,6.671e-08,2.683e+10,1.000e-01,1.000e+00,1.000e+00,2.000e-01,2.502e-03,1.665e-04
4.975e+02,2.975e+02,1.000e+03,1.334e-07,3.795e+10,1.000e-01,1.000e+00,1.000e+00,2.000e-01,1.715e-03,1.378e-04
4.899e+02,2.899e+02,1.000e+03,3.336e-09,5.961e+09,1.000e-01,1.000e+00,1.000e+00,2.000e-01,0.000e+00,0.000e+00
4.899e+02,2.899e+02,1.000e+03,1.668e-08,1.333e+10,1.000e-01,1.000e+00,1.000e+00,2.000e-01,2.342e-03,1.604e-04
4.899e+02,2.899e+02,1.000e+03,3.336e-08,1.885e+10,1.000e-01,1.000e+00,1.000e+00,2.000e-01,3.313e-03,1.910e-04
4.899e+02,2.899e+02,1.000e+03,6.671e-08,2.666e+10,1.000e-01,1.000e+00,1.000e+00,2.000e-01,3.173e-03,1.866e-04
