# m1,m0,ms,tau,m2,lambdauv,chxx10,ychi20,ychi21,sina,eff,efferror
4.925e+02,4.475e+02,1.000e+03,2.976e-08,4.975e+02,3.222e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.992e-04,5.751e-05
4.925e+02,4.475e+02,1.000e+03,5.951e-08,4.975e+02,4.556e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.321e-04,6.203e-05
4.925e+02,4.475e+02,1.000e+03,1.190e-07,4.975e+02,6.444e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.316e-04,7.415e-05
4.925e+02,4.475e+02,1.000e+03,2.381e-07,4.975e+02,9.113e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.488e-04,4.958e-05
4.849e+02,4.399e+02,1.000e+03,5.945e-09,4.899e+02,1.439e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,0.000e+00,0.000e+00
4.849e+02,4.399e+02,1.000e+03,2.972e-08,4.899e+02,3.217e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,5.094e-04,9.149e-05
4.849e+02,4.399e+02,1.000e+03,5.945e-08,4.899e+02,4.550e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.456e-04,7.542e-05
4.849e+02,4.399e+02,1.000e+03,1.189e-07,4.899e+02,6.435e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.974e-04,5.699e-05
4.849e+02,4.399e+02,1.000e+03,2.378e-07,4.899e+02,9.100e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.150e-04,4.348e-05
9.900e+02,9.450e+02,2.000e+03,6.015e-09,9.950e+02,1.500e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.403e-05,1.403e-05
9.900e+02,9.450e+02,2.000e+03,3.007e-08,9.950e+02,3.354e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.387e-04,5.789e-05
9.900e+02,9.450e+02,2.000e+03,6.015e-08,9.950e+02,4.744e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.122e-04,3.967e-05
9.900e+02,9.450e+02,2.000e+03,1.203e-07,9.950e+02,6.709e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.125e-04,3.977e-05
9.900e+02,9.450e+02,2.000e+03,2.406e-07,9.950e+02,9.488e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.405e-04,4.444e-05
9.748e+02,9.298e+02,2.000e+03,6.033e-09,9.798e+02,1.499e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,0.000e+00,0.000e+00
9.748e+02,9.298e+02,2.000e+03,3.016e-08,9.798e+02,3.352e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.963e-04,5.247e-05
9.748e+02,9.298e+02,2.000e+03,6.033e-08,9.798e+02,4.741e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.233e-04,5.583e-05
9.748e+02,9.298e+02,2.000e+03,1.207e-07,9.798e+02,6.704e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.376e-04,5.764e-05
9.748e+02,9.298e+02,2.000e+03,2.413e-07,9.798e+02,9.481e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.783e-05,3.698e-05
1.194e+02,2.437e+01,2.500e+02,4.756e-09,1.244e+02,5.189e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,0.000e+00,0.000e+00
1.194e+02,2.437e+01,2.500e+02,2.378e-08,1.244e+02,1.160e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.126e-03,1.608e-04
1.194e+02,2.437e+01,2.500e+02,4.756e-08,1.244e+02,1.641e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.772e-03,2.019e-04
1.194e+02,2.437e+01,2.500e+02,9.511e-08,1.244e+02,2.321e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.424e-03,1.808e-04
1.194e+02,2.437e+01,2.500e+02,1.902e-07,1.244e+02,3.282e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,8.246e-04,1.374e-04
1.175e+02,2.247e+01,2.500e+02,4.714e-09,1.225e+02,5.005e+06,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.296e-05,2.296e-05
1.175e+02,2.247e+01,2.500e+02,2.357e-08,1.225e+02,1.119e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.005e-03,1.516e-04
1.175e+02,2.247e+01,2.500e+02,4.714e-08,1.225e+02,1.583e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.383e-03,1.786e-04
1.175e+02,2.247e+01,2.500e+02,9.428e-08,1.225e+02,2.238e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.367e-04,1.463e-04
1.175e+02,2.247e+01,2.500e+02,1.886e-07,1.225e+02,3.165e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,6.211e-04,1.195e-04
2.437e+02,1.487e+02,5.000e+02,4.911e-09,2.487e+02,1.015e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,0.000e+00,0.000e+00
2.437e+02,1.487e+02,5.000e+02,2.455e-08,2.487e+02,2.269e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.551e-03,2.220e-04
2.437e+02,1.487e+02,5.000e+02,4.911e-08,2.487e+02,3.209e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.895e-03,2.364e-04
2.437e+02,1.487e+02,5.000e+02,9.822e-08,2.487e+02,4.538e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.893e-03,1.912e-04
2.437e+02,1.487e+02,5.000e+02,1.964e-07,2.487e+02,6.417e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.381e-03,1.640e-04
2.399e+02,1.449e+02,5.000e+02,5.350e-09,2.449e+02,1.051e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.832e-05,2.710e-05
2.399e+02,1.449e+02,5.000e+02,2.675e-08,2.449e+02,2.350e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.742e-03,2.293e-04
2.399e+02,1.449e+02,5.000e+02,5.350e-08,2.449e+02,3.323e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.490e-03,2.184e-04
2.399e+02,1.449e+02,5.000e+02,1.070e-07,2.449e+02,4.700e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.025e-03,1.967e-04
2.399e+02,1.449e+02,5.000e+02,2.140e-07,2.449e+02,6.647e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.077e-03,1.439e-04
4.925e+02,3.975e+02,1.000e+03,4.976e-09,4.975e+02,1.240e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.659e-05,1.659e-05
4.925e+02,3.975e+02,1.000e+03,2.488e-08,4.975e+02,2.774e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.503e-03,1.575e-04
4.925e+02,3.975e+02,1.000e+03,4.976e-08,4.975e+02,3.923e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.643e-03,1.651e-04
4.925e+02,3.975e+02,1.000e+03,9.953e-08,4.975e+02,5.547e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.107e-03,1.352e-04
4.925e+02,3.975e+02,1.000e+03,1.991e-07,4.975e+02,7.845e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,7.477e-04,1.115e-04
4.849e+02,3.899e+02,1.000e+03,4.970e-09,4.899e+02,1.235e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,0.000e+00,0.000e+00
4.849e+02,3.899e+02,1.000e+03,2.485e-08,4.899e+02,2.761e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.478e-03,1.558e-04
4.849e+02,3.899e+02,1.000e+03,4.970e-08,4.899e+02,3.904e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.879e-03,1.760e-04
4.849e+02,3.899e+02,1.000e+03,9.941e-08,4.899e+02,5.522e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.464e-03,1.552e-04
4.849e+02,3.899e+02,1.000e+03,1.988e-07,4.899e+02,7.809e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.088e-03,1.340e-04
9.900e+02,8.950e+02,2.000e+03,5.008e-09,9.950e+02,1.346e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.805e-05,1.983e-05
9.900e+02,8.950e+02,2.000e+03,2.504e-08,9.950e+02,3.009e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.256e-04,1.139e-04
9.900e+02,8.950e+02,2.000e+03,5.008e-08,9.950e+02,4.255e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.041e-03,1.210e-04
9.900e+02,8.950e+02,2.000e+03,1.002e-07,9.950e+02,6.018e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,5.632e-04,8.905e-05
9.900e+02,8.950e+02,2.000e+03,2.003e-07,9.950e+02,8.511e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.933e-04,8.339e-05
9.748e+02,8.798e+02,2.000e+03,5.002e-09,9.798e+02,1.342e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,0.000e+00,0.000e+00
9.748e+02,8.798e+02,2.000e+03,2.501e-08,9.798e+02,3.000e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.078e-03,1.229e-04
9.748e+02,8.798e+02,2.000e+03,5.002e-08,9.798e+02,4.242e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,8.532e-04,1.092e-04
9.748e+02,8.798e+02,2.000e+03,1.000e-07,9.798e+02,5.999e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,7.432e-04,1.021e-04
9.748e+02,8.798e+02,2.000e+03,2.001e-07,9.798e+02,8.484e+07,1.000e-01,1.000e-01,1.500e+00,2.000e-01,4.611e-04,8.026e-05
2.437e+02,4.875e+01,5.000e+02,3.485e-09,2.487e+02,3.423e+09,1.000e-01,1.000e-01,1.500e+00,2.000e-01,0.000e+00,0.000e+00
2.437e+02,4.875e+01,5.000e+02,1.743e-08,2.487e+02,7.654e+09,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.484e-03,1.691e-04
2.437e+02,4.875e+01,5.000e+02,3.485e-08,2.487e+02,1.082e+10,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.157e-03,2.047e-04
2.437e+02,4.875e+01,5.000e+02,6.971e-08,2.487e+02,1.531e+10,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.843e-03,1.891e-04
2.437e+02,4.875e+01,5.000e+02,1.394e-07,2.487e+02,2.165e+10,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.525e-03,1.715e-04
2.399e+02,4.495e+01,5.000e+02,3.488e-09,2.449e+02,3.340e+09,1.000e-01,1.000e-01,1.500e+00,2.000e-01,0.000e+00,0.000e+00
2.399e+02,4.495e+01,5.000e+02,1.744e-08,2.449e+02,7.468e+09,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.950e-03,1.940e-04
2.399e+02,4.495e+01,5.000e+02,3.488e-08,2.449e+02,1.056e+10,1.000e-01,1.000e-01,1.500e+00,2.000e-01,3.350e-03,2.540e-04
2.399e+02,4.495e+01,5.000e+02,6.977e-08,2.449e+02,1.494e+10,1.000e-01,1.000e-01,1.500e+00,2.000e-01,2.627e-03,2.244e-04
2.399e+02,4.495e+01,5.000e+02,1.395e-07,2.449e+02,2.112e+10,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.663e-03,1.793e-04
4.925e+02,2.975e+02,1.000e+03,3.442e-09,4.975e+02,6.000e+09,1.000e-01,1.000e-01,1.500e+00,2.000e-01,0.000e+00,0.000e+00
4.925e+02,2.975e+02,1.000e+03,1.721e-08,4.975e+02,1.342e+10,1.000e-01,1.000e-01,1.500e+00,2.000e-01,7.814e-04,1.140e-04
4.925e+02,2.975e+02,1.000e+03,3.442e-08,4.975e+02,1.897e+10,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.026e-03,1.303e-04
4.925e+02,2.975e+02,1.000e+03,6.884e-08,4.975e+02,2.683e+10,1.000e-01,1.000e-01,1.500e+00,2.000e-01,8.616e-04,1.195e-04
4.925e+02,2.975e+02,1.000e+03,1.377e-07,4.975e+02,3.795e+10,1.000e-01,1.000e-01,1.500e+00,2.000e-01,9.101e-04,1.227e-04
4.849e+02,2.899e+02,1.000e+03,3.442e-09,4.899e+02,5.961e+09,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.642e-05,1.642e-05
4.849e+02,2.899e+02,1.000e+03,1.721e-08,4.899e+02,1.333e+10,1.000e-01,1.000e-01,1.500e+00,2.000e-01,8.906e-04,1.212e-04
4.849e+02,2.899e+02,1.000e+03,3.442e-08,4.899e+02,1.885e+10,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.020e-03,1.295e-04
4.849e+02,2.899e+02,1.000e+03,6.883e-08,4.899e+02,2.666e+10,1.000e-01,1.000e-01,1.500e+00,2.000e-01,1.175e-03,1.395e-04
