# ctau,m1,m0,ms,eff_lowet,eff_highet,eff_lowet_error,eff_highet_error
1.848e-01,7.340e+02,6.340e+02,1.500e+03,3.021e-07,3.356e-06,1.554e-07,2.159e-06
2.154e-01,7.340e+02,6.340e+02,1.500e+03,3.442e-07,2.738e-06,1.289e-07,1.330e-06
2.512e-01,7.340e+02,6.340e+02,1.500e+03,4.651e-07,5.246e-06,1.844e-07,2.696e-06
2.929e-01,7.340e+02,6.340e+02,1.500e+03,1.134e-06,1.283e-05,3.770e-07,5.125e-06
3.415e-01,7.340e+02,6.340e+02,1.500e+03,4.730e-07,3.434e-06,1.383e-07,1.351e-06
3.981e-01,7.340e+02,6.340e+02,1.500e+03,3.342e-06,2.018e-05,1.793e-06,6.547e-06
4.642e-01,7.340e+02,6.340e+02,1.500e+03,6.924e-06,2.965e-05,3.839e-06,9.292e-06
5.412e-01,7.340e+02,6.340e+02,1.500e+03,1.073e-05,4.969e-05,4.631e-06,9.986e-06
6.310e-01,7.340e+02,6.340e+02,1.500e+03,1.523e-05,6.356e-05,5.181e-06,1.272e-05
7.356e-01,7.340e+02,6.340e+02,1.500e+03,2.173e-05,7.953e-05,7.412e-06,1.297e-05
8.577e-01,7.340e+02,6.340e+02,1.500e+03,2.834e-05,1.193e-04,7.390e-06,1.695e-05
1.000e+00,7.340e+02,6.340e+02,1.500e+03,5.312e-05,1.422e-04,1.243e-05,1.850e-05
1.166e+00,7.340e+02,6.340e+02,1.500e+03,5.594e-05,1.479e-04,1.175e-05,1.841e-05
1.359e+00,7.340e+02,6.340e+02,1.500e+03,8.389e-05,1.766e-04,1.323e-05,2.018e-05
1.585e+00,7.340e+02,6.340e+02,1.500e+03,1.106e-04,1.899e-04,1.754e-05,2.177e-05
1.848e+00,7.340e+02,6.340e+02,1.500e+03,1.006e-04,2.179e-04,1.411e-05,2.305e-05
2.154e+00,7.340e+02,6.340e+02,1.500e+03,1.136e-04,1.846e-04,1.641e-05,1.990e-05
2.512e+00,7.340e+02,6.340e+02,1.500e+03,1.387e-04,1.953e-04,1.810e-05,2.107e-05
2.929e+00,7.340e+02,6.340e+02,1.500e+03,1.782e-04,2.531e-04,2.106e-05,2.556e-05
3.415e+00,7.340e+02,6.340e+02,1.500e+03,1.514e-04,1.854e-04,1.695e-05,2.002e-05
3.981e+00,7.340e+02,6.340e+02,1.500e+03,1.623e-04,1.733e-04,1.836e-05,1.932e-05
4.642e+00,7.340e+02,6.340e+02,1.500e+03,1.919e-04,1.819e-04,2.027e-05,2.094e-05
5.412e+00,7.340e+02,6.340e+02,1.500e+03,1.812e-04,1.412e-04,1.779e-05,1.722e-05
6.310e+00,7.340e+02,6.340e+02,1.500e+03,2.239e-04,1.500e-04,2.144e-05,1.852e-05
7.356e+00,7.340e+02,6.340e+02,1.500e+03,2.218e-04,1.066e-04,2.021e-05,1.500e-05
8.577e+00,7.340e+02,6.340e+02,1.500e+03,2.688e-04,1.138e-04,2.150e-05,1.492e-05
1.000e+01,7.340e+02,6.340e+02,1.500e+03,2.314e-04,9.552e-05,1.946e-05,1.313e-05
1.000e-01,8.570e+02,7.570e+02,1.750e+03,1.112e-07,7.404e-07,6.487e-09,3.041e-08
1.166e-01,8.570e+02,7.570e+02,1.750e+03,1.112e-07,7.404e-07,6.487e-09,3.041e-08
1.359e-01,8.570e+02,7.570e+02,1.750e+03,1.112e-07,7.404e-07,6.487e-09,3.041e-08
1.585e-01,8.570e+02,7.570e+02,1.750e+03,1.112e-07,7.404e-07,6.487e-09,3.041e-08
1.848e-01,8.570e+02,7.570e+02,1.750e+03,1.112e-07,7.404e-07,6.487e-09,3.041e-08
2.154e-01,8.570e+02,7.570e+02,1.750e+03,3.279e-07,3.963e-06,2.014e-07,3.134e-06
2.512e-01,8.570e+02,7.570e+02,1.750e+03,2.120e-07,1.778e-06,8.485e-08,9.543e-07
2.929e-01,8.570e+02,7.570e+02,1.750e+03,2.336e-07,1.550e-06,5.487e-08,4.533e-07
3.415e-01,8.570e+02,7.570e+02,1.750e+03,7.100e-07,6.140e-06,2.059e-07,2.259e-06
3.981e-01,8.570e+02,7.570e+02,1.750e+03,7.710e-07,7.400e-06,2.049e-07,2.765e-06
4.642e-01,8.570e+02,7.570e+02,1.750e+03,1.235e-05,4.426e-05,5.902e-06,1.147e-05
5.412e-01,8.570e+02,7.570e+02,1.750e+03,5.609e-06,3.546e-05,1.872e-06,7.392e-06
6.310e-01,8.570e+02,7.570e+02,1.750e+03,1.293e-05,4.962e-05,4.934e-06,9.447e-06
7.356e-01,8.570e+02,7.570e+02,1.750e+03,2.163e-05,6.554e-05,5.942e-06,9.947e-06
8.577e-01,8.570e+02,7.570e+02,1.750e+03,2.758e-05,1.034e-04,6.564e-06,1.487e-05
1.000e+00,8.570e+02,7.570e+02,1.750e+03,4.188e-05,1.289e-04,9.225e-06,1.795e-05
1.166e+00,8.570e+02,7.570e+02,1.750e+03,6.768e-05,1.670e-04,1.223e-05,1.925e-05
1.359e+00,8.570e+02,7.570e+02,1.750e+03,7.246e-05,1.507e-04,1.363e-05,1.627e-05
1.585e+00,8.570e+02,7.570e+02,1.750e+03,8.993e-05,1.954e-04,1.442e-05,2.068e-05
1.848e+00,8.570e+02,7.570e+02,1.750e+03,1.368e-04,2.368e-04,1.872e-05,2.282e-05
2.154e+00,8.570e+02,7.570e+02,1.750e+03,1.517e-04,2.553e-04,1.942e-05,2.435e-05
2.512e+00,8.570e+02,7.570e+02,1.750e+03,1.625e-04,2.232e-04,1.986e-05,2.285e-05
2.929e+00,8.570e+02,7.570e+02,1.750e+03,1.715e-04,2.189e-04,1.983e-05,2.209e-05
3.415e+00,8.570e+02,7.570e+02,1.750e+03,1.963e-04,1.973e-04,2.079e-05,1.974e-05
3.981e+00,8.570e+02,7.570e+02,1.750e+03,2.298e-04,2.088e-04,2.380e-05,2.210e-05
4.642e+00,8.570e+02,7.570e+02,1.750e+03,2.067e-04,1.788e-04,2.009e-05,1.891e-05
5.412e+00,8.570e+02,7.570e+02,1.750e+03,1.847e-04,1.579e-04,1.765e-05,1.716e-05
6.310e+00,8.570e+02,7.570e+02,1.750e+03,2.481e-04,1.341e-04,2.184e-05,1.660e-05
7.356e+00,8.570e+02,7.570e+02,1.750e+03,2.075e-04,1.187e-04,1.848e-05,1.480e-05
8.577e+00,8.570e+02,7.570e+02,1.750e+03,2.555e-04,1.020e-04,2.024e-05,1.118e-05
1.000e+01,8.570e+02,7.570e+02,1.750e+03,2.474e-04,1.005e-04,2.062e-05,1.346e-05
1.000e-01,9.790e+02,8.790e+02,2.000e+03,9.357e-08,6.585e-07,5.928e-09,2.985e-08
1.166e-01,9.790e+02,8.790e+02,2.000e+03,9.357e-08,6.585e-07,5.928e-09,2.985e-08
1.359e-01,9.790e+02,8.790e+02,2.000e+03,9.357e-08,6.585e-07,5.928e-09,2.985e-08
1.585e-01,9.790e+02,8.790e+02,2.000e+03,9.357e-08,6.585e-07,5.928e-09,2.985e-08
1.848e-01,9.790e+02,8.790e+02,2.000e+03,1.233e-07,7.757e-07,3.035e-08,1.209e-07
2.154e-01,9.790e+02,8.790e+02,2.000e+03,4.057e-07,3.057e-06,2.606e-07,2.024e-06
2.512e-01,9.790e+02,8.790e+02,2.000e+03,1.915e-07,9.180e-07,6.334e-08,1.457e-07
2.929e-01,9.790e+02,8.790e+02,2.000e+03,7.859e-07,8.806e-06,3.201e-07,4.344e-06
3.415e-01,9.790e+02,8.790e+02,2.000e+03,5.188e-06,1.262e-05,4.369e-06,5.416e-06
3.981e-01,9.790e+02,8.790e+02,2.000e+03,1.074e-06,9.277e-06,2.961e-07,3.228e-06
4.642e-01,9.790e+02,8.790e+02,2.000e+03,5.767e-06,2.830e-05,2.361e-06,7.634e-06
5.412e-01,9.790e+02,8.790e+02,2.000e+03,3.900e-06,2.649e-05,1.777e-06,7.501e-06
6.310e-01,9.790e+02,8.790e+02,2.000e+03,5.037e-06,3.811e-05,1.759e-06,8.804e-06
7.356e-01,9.790e+02,8.790e+02,2.000e+03,2.159e-05,6.366e-05,6.846e-06,1.138e-05
8.577e-01,9.790e+02,8.790e+02,2.000e+03,2.466e-05,9.079e-05,6.550e-06,1.276e-05
1.000e+00,9.790e+02,8.790e+02,2.000e+03,3.953e-05,1.200e-04,8.325e-06,1.388e-05
1.166e+00,9.790e+02,8.790e+02,2.000e+03,5.138e-05,1.361e-04,1.098e-05,1.789e-05
1.359e+00,9.790e+02,8.790e+02,2.000e+03,5.491e-05,1.605e-04,9.895e-06,1.702e-05
1.585e+00,9.790e+02,8.790e+02,2.000e+03,9.824e-05,1.928e-04,1.555e-05,1.940e-05
1.848e+00,9.790e+02,8.790e+02,2.000e+03,1.344e-04,2.392e-04,1.788e-05,2.351e-05
2.154e+00,9.790e+02,8.790e+02,2.000e+03,1.396e-04,2.283e-04,1.705e-05,2.290e-05
2.512e+00,9.790e+02,8.790e+02,2.000e+03,1.578e-04,2.027e-04,1.805e-05,2.049e-05
2.929e+00,9.790e+02,8.790e+02,2.000e+03,1.815e-04,2.042e-04,2.059e-05,2.141e-05
3.415e+00,9.790e+02,8.790e+02,2.000e+03,1.825e-04,2.145e-04,1.980e-05,2.184e-05
3.981e+00,9.790e+02,8.790e+02,2.000e+03,1.936e-04,2.018e-04,2.007e-05,2.100e-05
4.642e+00,9.790e+02,8.790e+02,2.000e+03,2.250e-04,1.879e-04,2.205e-05,2.095e-05
5.412e+00,9.790e+02,8.790e+02,2.000e+03,2.410e-04,1.958e-04,2.080e-05,2.047e-05
6.310e+00,9.790e+02,8.790e+02,2.000e+03,2.333e-04,1.631e-04,2.070e-05,1.809e-05
7.356e+00,9.790e+02,8.790e+02,2.000e+03,2.766e-04,1.203e-04,2.209e-05,1.493e-05
8.577e+00,9.790e+02,8.790e+02,2.000e+03,2.137e-04,1.247e-04,1.888e-05,1.376e-05
1.000e+01,9.790e+02,8.790e+02,2.000e+03,2.702e-04,1.172e-04,2.105e-05,1.531e-05
1.000e-01,1.220e+02,1.200e+01,2.500e+02,3.304e-06,2.903e-05,4.917e-07,8.166e-06
1.166e-01,1.220e+02,1.200e+01,2.500e+02,5.049e-06,4.752e-05,8.330e-07,1.072e-05
1.359e-01,1.220e+02,1.200e+01,2.500e+02,7.256e-06,7.249e-05,9.326e-07,1.273e-05
1.585e-01,1.220e+02,1.200e+01,2.500e+02,1.164e-05,9.498e-05,2.163e-06,1.567e-05
1.848e-01,1.220e+02,1.200e+01,2.500e+02,1.498e-05,1.205e-04,3.470e-06,1.750e-05
2.154e-01,1.220e+02,1.200e+01,2.500e+02,2.844e-05,1.787e-04,6.367e-06,2.205e-05
2.512e-01,1.220e+02,1.200e+01,2.500e+02,3.940e-05,2.878e-04,5.745e-06,2.672e-05
2.929e-01,1.220e+02,1.200e+01,2.500e+02,4.798e-05,3.712e-04,6.170e-06,3.026e-05
3.415e-01,1.220e+02,1.200e+01,2.500e+02,8.653e-05,5.439e-04,1.043e-05,3.802e-05
3.981e-01,1.220e+02,1.200e+01,2.500e+02,1.335e-04,7.194e-04,1.349e-05,4.379e-05
4.642e-01,1.220e+02,1.200e+01,2.500e+02,1.658e-04,8.718e-04,1.675e-05,4.786e-05
5.412e-01,1.220e+02,1.200e+01,2.500e+02,2.377e-04,1.100e-03,2.003e-05,5.457e-05
6.310e-01,1.220e+02,1.200e+01,2.500e+02,3.172e-04,1.222e-03,2.552e-05,5.672e-05
7.356e-01,1.220e+02,1.200e+01,2.500e+02,4.048e-04,1.409e-03,2.942e-05,6.142e-05
8.577e-01,1.220e+02,1.200e+01,2.500e+02,5.286e-04,1.576e-03,3.453e-05,6.495e-05
1.000e+00,1.220e+02,1.200e+01,2.500e+02,6.172e-04,1.713e-03,3.880e-05,6.813e-05
1.166e+00,1.220e+02,1.200e+01,2.500e+02,7.409e-04,1.911e-03,4.142e-05,7.204e-05
1.359e+00,1.220e+02,1.200e+01,2.500e+02,8.613e-04,1.891e-03,4.583e-05,7.273e-05
1.585e+00,1.220e+02,1.200e+01,2.500e+02,8.953e-04,1.892e-03,4.597e-05,7.236e-05
1.848e+00,1.220e+02,1.200e+01,2.500e+02,1.046e-03,1.905e-03,5.105e-05,7.262e-05
2.154e+00,1.220e+02,1.200e+01,2.500e+02,1.055e-03,1.720e-03,5.113e-05,6.858e-05
2.512e+00,1.220e+02,1.200e+01,2.500e+02,1.094e-03,1.481e-03,5.096e-05,6.196e-05
2.929e+00,1.220e+02,1.200e+01,2.500e+02,9.596e-04,1.351e-03,4.773e-05,6.031e-05
3.415e+00,1.220e+02,1.200e+01,2.500e+02,1.005e-03,1.184e-03,4.884e-05,5.675e-05
3.981e+00,1.220e+02,1.200e+01,2.500e+02,7.600e-04,8.960e-04,3.934e-05,4.739e-05
4.642e+00,1.220e+02,1.200e+01,2.500e+02,8.022e-04,8.711e-04,4.206e-05,4.741e-05
5.412e+00,1.220e+02,1.200e+01,2.500e+02,7.078e-04,6.977e-04,3.792e-05,4.129e-05
6.310e+00,1.220e+02,1.200e+01,2.500e+02,6.150e-04,6.384e-04,3.597e-05,4.206e-05
7.356e+00,1.220e+02,1.200e+01,2.500e+02,5.308e-04,4.409e-04,3.305e-05,3.377e-05
8.577e+00,1.220e+02,1.200e+01,2.500e+02,4.469e-04,3.527e-04,3.059e-05,2.886e-05
1.000e+01,1.220e+02,1.200e+01,2.500e+02,3.345e-04,2.732e-04,2.502e-05,2.567e-05
1.000e-01,2.440e+02,1.340e+02,5.000e+02,4.061e-07,3.087e-06,2.036e-08,6.461e-08
1.166e-01,2.440e+02,1.340e+02,5.000e+02,4.099e-07,3.086e-06,2.071e-08,6.461e-08
1.359e-01,2.440e+02,1.340e+02,5.000e+02,4.236e-07,3.883e-06,2.410e-08,8.105e-07
1.585e-01,2.440e+02,1.340e+02,5.000e+02,2.867e-06,1.058e-05,2.335e-06,6.498e-06
1.848e-01,2.440e+02,1.340e+02,5.000e+02,7.724e-07,8.667e-06,2.197e-07,3.972e-06
2.154e-01,2.440e+02,1.340e+02,5.000e+02,1.103e-06,1.201e-05,3.345e-07,5.190e-06
2.512e-01,2.440e+02,1.340e+02,5.000e+02,1.605e-06,1.387e-05,3.810e-07,4.727e-06
2.929e-01,2.440e+02,1.340e+02,5.000e+02,2.547e-06,1.563e-05,5.579e-07,5.007e-06
3.415e-01,2.440e+02,1.340e+02,5.000e+02,3.397e-06,3.809e-05,6.140e-07,9.731e-06
3.981e-01,2.440e+02,1.340e+02,5.000e+02,7.464e-06,4.838e-05,2.155e-06,9.602e-06
4.642e-01,2.440e+02,1.340e+02,5.000e+02,1.153e-05,6.362e-05,2.939e-06,1.054e-05
5.412e-01,2.440e+02,1.340e+02,5.000e+02,1.711e-05,7.666e-05,4.227e-06,1.316e-05
6.310e-01,2.440e+02,1.340e+02,5.000e+02,3.029e-05,1.259e-04,7.077e-06,1.802e-05
7.356e-01,2.440e+02,1.340e+02,5.000e+02,3.564e-05,1.356e-04,8.632e-06,1.761e-05
8.577e-01,2.440e+02,1.340e+02,5.000e+02,4.679e-05,1.521e-04,9.284e-06,2.003e-05
1.000e+00,2.440e+02,1.340e+02,5.000e+02,5.800e-05,1.828e-04,1.058e-05,2.150e-05
1.166e+00,2.440e+02,1.340e+02,5.000e+02,8.341e-05,2.084e-04,1.428e-05,2.258e-05
1.359e+00,2.440e+02,1.340e+02,5.000e+02,8.448e-05,2.172e-04,1.307e-05,2.108e-05
1.585e+00,2.440e+02,1.340e+02,5.000e+02,1.070e-04,2.499e-04,1.478e-05,2.281e-05
1.848e+00,2.440e+02,1.340e+02,5.000e+02,1.059e-04,2.482e-04,1.392e-05,2.230e-05
2.154e+00,2.440e+02,1.340e+02,5.000e+02,1.758e-04,3.055e-04,1.994e-05,2.752e-05
2.512e+00,2.440e+02,1.340e+02,5.000e+02,1.826e-04,2.900e-04,1.994e-05,2.471e-05
2.929e+00,2.440e+02,1.340e+02,5.000e+02,1.871e-04,2.635e-04,1.988e-05,2.371e-05
3.415e+00,2.440e+02,1.340e+02,5.000e+02,1.947e-04,2.520e-04,1.972e-05,2.283e-05
3.981e+00,2.440e+02,1.340e+02,5.000e+02,2.494e-04,2.413e-04,2.254e-05,2.265e-05
4.642e+00,2.440e+02,1.340e+02,5.000e+02,2.272e-04,2.317e-04,2.018e-05,2.193e-05
5.412e+00,2.440e+02,1.340e+02,5.000e+02,2.328e-04,1.884e-04,2.034e-05,1.954e-05
6.310e+00,2.440e+02,1.340e+02,5.000e+02,2.381e-04,1.457e-04,1.938e-05,1.506e-05
7.356e+00,2.440e+02,1.340e+02,5.000e+02,2.711e-04,1.402e-04,2.117e-05,1.569e-05
8.577e+00,2.440e+02,1.340e+02,5.000e+02,2.398e-04,1.340e-04,1.958e-05,1.562e-05
1.000e+01,2.440e+02,1.340e+02,5.000e+02,2.478e-04,1.095e-04,1.957e-05,1.344e-05
1.000e-01,3.670e+02,2.570e+02,7.500e+02,3.175e-07,2.444e-06,5.992e-08,4.177e-07
1.166e-01,3.670e+02,2.570e+02,7.500e+02,2.592e-07,2.029e-06,1.387e-08,4.954e-08
1.359e-01,3.670e+02,2.570e+02,7.500e+02,2.592e-07,2.029e-06,1.387e-08,4.954e-08
1.585e-01,3.670e+02,2.570e+02,7.500e+02,5.617e-07,4.739e-06,1.742e-07,1.925e-06
1.848e-01,3.670e+02,2.570e+02,7.500e+02,3.552e-07,6.720e-06,8.764e-08,4.382e-06
2.154e-01,3.670e+02,2.570e+02,7.500e+02,7.478e-07,5.080e-06,2.216e-07,1.285e-06
2.512e-01,3.670e+02,2.570e+02,7.500e+02,8.245e-07,8.129e-06,2.620e-07,3.070e-06
2.929e-01,3.670e+02,2.570e+02,7.500e+02,3.700e-06,1.830e-05,2.152e-06,7.347e-06
3.415e-01,3.670e+02,2.570e+02,7.500e+02,5.223e-06,3.145e-05,2.367e-06,8.294e-06
3.981e-01,3.670e+02,2.570e+02,7.500e+02,8.178e-06,4.627e-05,4.453e-06,1.101e-05
4.642e-01,3.670e+02,2.570e+02,7.500e+02,5.988e-06,5.214e-05,9.755e-07,1.011e-05
5.412e-01,3.670e+02,2.570e+02,7.500e+02,8.235e-06,5.481e-05,1.974e-06,1.047e-05
6.310e-01,3.670e+02,2.570e+02,7.500e+02,1.405e-05,8.165e-05,3.914e-06,1.297e-05
7.356e-01,3.670e+02,2.570e+02,7.500e+02,2.116e-05,1.014e-04,4.811e-06,1.669e-05
8.577e-01,3.670e+02,2.570e+02,7.500e+02,4.717e-05,1.416e-04,1.029e-05,1.845e-05
1.000e+00,3.670e+02,2.570e+02,7.500e+02,5.657e-05,1.582e-04,1.215e-05,2.188e-05
1.166e+00,3.670e+02,2.570e+02,7.500e+02,6.353e-05,1.633e-04,1.241e-05,2.069e-05
1.359e+00,3.670e+02,2.570e+02,7.500e+02,8.536e-05,1.891e-04,1.436e-05,2.074e-05
1.585e+00,3.670e+02,2.570e+02,7.500e+02,1.048e-04,2.054e-04,1.697e-05,2.397e-05
1.848e+00,3.670e+02,2.570e+02,7.500e+02,8.002e-05,1.827e-04,1.327e-05,1.990e-05
2.154e+00,3.670e+02,2.570e+02,7.500e+02,1.047e-04,2.042e-04,1.565e-05,2.182e-05
2.512e+00,3.670e+02,2.570e+02,7.500e+02,1.171e-04,1.784e-04,1.613e-05,2.131e-05
2.929e+00,3.670e+02,2.570e+02,7.500e+02,1.268e-04,1.855e-04,1.632e-05,2.049e-05
3.415e+00,3.670e+02,2.570e+02,7.500e+02,1.418e-04,1.851e-04,1.775e-05,2.089e-05
3.981e+00,3.670e+02,2.570e+02,7.500e+02,1.327e-04,1.580e-04,1.521e-05,1.699e-05
4.642e+00,3.670e+02,2.570e+02,7.500e+02,1.528e-04,1.495e-04,1.600e-05,1.632e-05
5.412e+00,3.670e+02,2.570e+02,7.500e+02,1.945e-04,1.372e-04,1.934e-05,1.574e-05
6.310e+00,3.670e+02,2.570e+02,7.500e+02,1.807e-04,1.319e-04,1.723e-05,1.602e-05
7.356e+00,3.670e+02,2.570e+02,7.500e+02,2.227e-04,1.200e-04,1.964e-05,1.632e-05
8.577e+00,3.670e+02,2.570e+02,7.500e+02,2.209e-04,8.545e-05,1.831e-05,1.152e-05
1.000e+01,3.670e+02,2.570e+02,7.500e+02,2.528e-04,9.738e-05,2.161e-05,1.375e-05
1.000e-01,4.890e+02,3.790e+02,1.000e+03,2.201e-07,1.591e-06,1.014e-08,4.343e-08
1.166e-01,4.890e+02,3.790e+02,1.000e+03,2.201e-07,1.591e-06,1.014e-08,4.343e-08
1.359e-01,4.890e+02,3.790e+02,1.000e+03,2.499e-07,1.708e-06,3.144e-08,1.249e-07
1.585e-01,4.890e+02,3.790e+02,1.000e+03,2.201e-07,1.591e-06,1.014e-08,4.343e-08
1.848e-01,4.890e+02,3.790e+02,1.000e+03,3.517e-07,2.936e-06,8.435e-08,8.063e-07
2.154e-01,4.890e+02,3.790e+02,1.000e+03,4.332e-07,4.141e-06,1.657e-07,2.176e-06
2.512e-01,4.890e+02,3.790e+02,1.000e+03,6.844e-07,7.087e-06,2.343e-07,3.550e-06
2.929e-01,4.890e+02,3.790e+02,1.000e+03,1.003e-06,9.248e-06,3.181e-07,3.588e-06
3.415e-01,4.890e+02,3.790e+02,1.000e+03,1.374e-06,1.382e-05,3.823e-07,5.128e-06
3.981e-01,4.890e+02,3.790e+02,1.000e+03,8.590e-06,4.347e-05,5.179e-06,1.044e-05
4.642e-01,4.890e+02,3.790e+02,1.000e+03,8.716e-06,4.660e-05,3.645e-06,1.103e-05
5.412e-01,4.890e+02,3.790e+02,1.000e+03,1.593e-05,8.191e-05,6.079e-06,1.455e-05
6.310e-01,4.890e+02,3.790e+02,1.000e+03,1.794e-05,9.796e-05,4.527e-06,1.646e-05
7.356e-01,4.890e+02,3.790e+02,1.000e+03,2.466e-05,1.090e-04,6.821e-06,1.578e-05
8.577e-01,4.890e+02,3.790e+02,1.000e+03,5.622e-05,1.517e-04,1.246e-05,2.153e-05
1.000e+00,4.890e+02,3.790e+02,1.000e+03,5.325e-05,1.702e-04,1.053e-05,2.095e-05
1.166e+00,4.890e+02,3.790e+02,1.000e+03,9.517e-05,2.278e-04,1.641e-05,2.632e-05
1.359e+00,4.890e+02,3.790e+02,1.000e+03,5.983e-05,1.633e-04,1.059e-05,1.846e-05
1.585e+00,4.890e+02,3.790e+02,1.000e+03,9.127e-05,1.789e-04,1.560e-05,2.141e-05
1.848e+00,4.890e+02,3.790e+02,1.000e+03,8.620e-05,1.837e-04,1.265e-05,1.973e-05
2.154e+00,4.890e+02,3.790e+02,1.000e+03,1.008e-04,2.141e-04,1.505e-05,2.344e-05
2.512e+00,4.890e+02,3.790e+02,1.000e+03,1.180e-04,2.301e-04,1.678e-05,2.618e-05
2.929e+00,4.890e+02,3.790e+02,1.000e+03,1.295e-04,1.795e-04,1.701e-05,1.941e-05
3.415e+00,4.890e+02,3.790e+02,1.000e+03,1.217e-04,1.686e-04,1.580e-05,1.800e-05
3.981e+00,4.890e+02,3.790e+02,1.000e+03,1.604e-04,1.810e-04,1.921e-05,1.991e-05
4.642e+00,4.890e+02,3.790e+02,1.000e+03,1.830e-04,1.494e-04,1.877e-05,1.887e-05
5.412e+00,4.890e+02,3.790e+02,1.000e+03,1.888e-04,1.548e-04,1.882e-05,1.669e-05
6.310e+00,4.890e+02,3.790e+02,1.000e+03,1.981e-04,1.126e-04,1.726e-05,1.244e-05
7.356e+00,4.890e+02,3.790e+02,1.000e+03,2.292e-04,1.378e-04,1.994e-05,1.548e-05
8.577e+00,4.890e+02,3.790e+02,1.000e+03,2.194e-04,1.045e-04,1.915e-05,1.280e-05
1.000e+01,4.890e+02,3.790e+02,1.000e+03,2.029e-04,7.956e-05,1.663e-05,8.985e-06
1.000e-01,6.120e+02,5.020e+02,1.250e+03,1.773e-07,1.370e-06,8.730e-09,4.226e-08
1.166e-01,6.120e+02,5.020e+02,1.250e+03,2.356e-07,1.785e-06,5.894e-08,4.169e-07
1.359e-01,6.120e+02,5.020e+02,1.250e+03,1.878e-07,1.689e-06,1.360e-08,3.214e-07
1.585e-01,6.120e+02,5.020e+02,1.250e+03,4.985e-07,5.764e-06,2.300e-07,3.376e-06
1.848e-01,6.120e+02,5.020e+02,1.250e+03,3.902e-07,5.299e-06,1.953e-07,3.854e-06
2.154e-01,6.120e+02,5.020e+02,1.250e+03,4.763e-07,5.242e-06,1.455e-07,2.314e-06
2.512e-01,6.120e+02,5.020e+02,1.250e+03,5.935e-07,7.599e-06,2.295e-07,4.091e-06
2.929e-01,6.120e+02,5.020e+02,1.250e+03,8.001e-07,8.336e-06,2.667e-07,3.344e-06
3.415e-01,6.120e+02,5.020e+02,1.250e+03,3.065e-06,1.796e-05,1.786e-06,6.653e-06
3.981e-01,6.120e+02,5.020e+02,1.250e+03,1.875e-06,1.692e-05,4.380e-07,4.524e-06
4.642e-01,6.120e+02,5.020e+02,1.250e+03,5.903e-06,4.007e-05,1.415e-06,8.333e-06
5.412e-01,6.120e+02,5.020e+02,1.250e+03,9.618e-06,6.810e-05,2.547e-06,1.235e-05
6.310e-01,6.120e+02,5.020e+02,1.250e+03,1.129e-05,7.125e-05,3.229e-06,1.086e-05
7.356e-01,6.120e+02,5.020e+02,1.250e+03,3.854e-05,1.333e-04,9.117e-06,1.934e-05
8.577e-01,6.120e+02,5.020e+02,1.250e+03,3.509e-05,1.441e-04,8.073e-06,1.816e-05
1.000e+00,6.120e+02,5.020e+02,1.250e+03,4.473e-05,1.798e-04,8.511e-06,2.121e-05
1.166e+00,6.120e+02,5.020e+02,1.250e+03,6.436e-05,2.205e-04,1.056e-05,2.373e-05
1.359e+00,6.120e+02,5.020e+02,1.250e+03,1.106e-04,2.423e-04,1.695e-05,2.730e-05
1.585e+00,6.120e+02,5.020e+02,1.250e+03,1.001e-04,2.256e-04,1.451e-05,2.283e-05
1.848e+00,6.120e+02,5.020e+02,1.250e+03,1.153e-04,2.438e-04,1.707e-05,2.384e-05
2.154e+00,6.120e+02,5.020e+02,1.250e+03,1.638e-04,2.970e-04,2.019e-05,2.824e-05
2.512e+00,6.120e+02,5.020e+02,1.250e+03,1.678e-04,2.653e-04,2.114e-05,2.664e-05
2.929e+00,6.120e+02,5.020e+02,1.250e+03,1.414e-04,2.387e-04,1.649e-05,2.338e-05
3.415e+00,6.120e+02,5.020e+02,1.250e+03,1.970e-04,2.842e-04,2.106e-05,2.589e-05
3.981e+00,6.120e+02,5.020e+02,1.250e+03,1.813e-04,2.298e-04,1.970e-05,2.306e-05
4.642e+00,6.120e+02,5.020e+02,1.250e+03,2.154e-04,2.377e-04,2.130e-05,2.327e-05
5.412e+00,6.120e+02,5.020e+02,1.250e+03,1.789e-04,1.642e-04,1.703e-05,1.740e-05
6.310e+00,6.120e+02,5.020e+02,1.250e+03,1.986e-04,1.774e-04,1.868e-05,1.946e-05
7.356e+00,6.120e+02,5.020e+02,1.250e+03,2.529e-04,1.598e-04,2.209e-05,1.807e-05
8.577e+00,6.120e+02,5.020e+02,1.250e+03,2.180e-04,1.127e-04,1.866e-05,1.341e-05
1.000e+01,6.120e+02,5.020e+02,1.250e+03,2.519e-04,1.031e-04,2.013e-05,1.200e-05
1.000e-01,7.340e+02,6.240e+02,1.500e+03,1.488e-07,1.096e-06,7.732e-09,3.717e-08
1.166e-01,7.340e+02,6.240e+02,1.500e+03,1.488e-07,1.096e-06,7.732e-09,3.717e-08
1.359e-01,7.340e+02,6.240e+02,1.500e+03,1.488e-07,1.096e-06,7.732e-09,3.717e-08
1.585e-01,7.340e+02,6.240e+02,1.500e+03,1.597e-07,1.504e-06,1.336e-08,4.099e-07
1.848e-01,7.340e+02,6.240e+02,1.500e+03,1.488e-07,1.096e-06,7.732e-09,3.717e-08
