# Input file: /rundisk/lessa/pp2chi0chi0_minimalH_root/Events/run_07/ddmH_500_244_144_delphes_events.root
# Number of events: 25000
# ctau(m),eff(low-ET),eff(high-ET)
1.000e-01,0.000e+00,1.775e-05
1.076e-01,0.000e+00,1.677e-05
1.158e-01,0.000e+00,2.673e-05
1.247e-01,0.000e+00,3.575e-05
1.342e-01,0.000e+00,3.037e-05
1.444e-01,0.000e+00,8.991e-05
1.554e-01,0.000e+00,5.868e-05
1.673e-01,0.000e+00,5.438e-05
1.800e-01,0.000e+00,6.772e-05
1.937e-01,0.000e+00,8.829e-05
2.085e-01,0.000e+00,1.629e-04
2.244e-01,0.000e+00,1.287e-04
2.415e-01,0.000e+00,1.335e-04
2.600e-01,0.000e+00,2.347e-04
2.798e-01,0.000e+00,2.628e-04
3.011e-01,0.000e+00,3.305e-04
3.241e-01,0.000e+00,4.294e-04
3.488e-01,0.000e+00,4.698e-04
3.754e-01,0.000e+00,5.867e-04
4.040e-01,0.000e+00,5.827e-04
4.348e-01,0.000e+00,6.839e-04
4.680e-01,0.000e+00,8.409e-04
5.036e-01,0.000e+00,8.741e-04
5.421e-01,0.000e+00,1.056e-03
5.834e-01,0.000e+00,1.158e-03
6.279e-01,0.000e+00,1.203e-03
6.758e-01,0.000e+00,1.290e-03
7.273e-01,0.000e+00,1.663e-03
7.827e-01,0.000e+00,1.644e-03
8.424e-01,0.000e+00,1.705e-03
9.067e-01,0.000e+00,1.758e-03
9.758e-01,0.000e+00,2.132e-03
1.050e+00,0.000e+00,2.119e-03
1.130e+00,0.000e+00,2.166e-03
1.216e+00,0.000e+00,2.268e-03
1.309e+00,0.000e+00,2.224e-03
1.409e+00,0.000e+00,2.366e-03
1.517e+00,0.000e+00,2.412e-03
1.632e+00,0.000e+00,2.561e-03
1.757e+00,0.000e+00,2.589e-03
1.891e+00,0.000e+00,2.123e-03
2.035e+00,0.000e+00,2.366e-03
2.190e+00,0.000e+00,2.366e-03
2.357e+00,0.000e+00,2.296e-03
2.537e+00,0.000e+00,2.043e-03
2.730e+00,0.000e+00,1.983e-03
2.938e+00,0.000e+00,1.997e-03
3.162e+00,0.000e+00,1.723e-03
3.403e+00,0.000e+00,1.800e-03
3.663e+00,0.000e+00,1.774e-03
3.942e+00,0.000e+00,1.619e-03
4.243e+00,0.000e+00,1.657e-03
4.566e+00,0.000e+00,1.336e-03
4.915e+00,0.000e+00,1.301e-03
5.289e+00,0.000e+00,1.121e-03
5.693e+00,0.000e+00,1.075e-03
6.127e+00,0.000e+00,1.116e-03
6.594e+00,0.000e+00,9.642e-04
7.097e+00,0.000e+00,8.530e-04
7.638e+00,0.000e+00,7.308e-04
8.220e+00,0.000e+00,6.513e-04
8.847e+00,0.000e+00,5.288e-04
9.522e+00,0.000e+00,5.923e-04
1.025e+01,0.000e+00,5.610e-04
1.103e+01,0.000e+00,4.171e-04
1.187e+01,0.000e+00,3.818e-04
1.278e+01,0.000e+00,3.982e-04
1.375e+01,0.000e+00,2.604e-04
1.480e+01,0.000e+00,2.081e-04
1.593e+01,0.000e+00,2.413e-04
1.714e+01,0.000e+00,1.976e-04
1.845e+01,0.000e+00,2.038e-04
1.986e+01,0.000e+00,1.855e-04
2.137e+01,0.000e+00,1.607e-04
2.300e+01,0.000e+00,1.454e-04
2.475e+01,0.000e+00,1.857e-04
2.664e+01,0.000e+00,1.326e-04
2.867e+01,0.000e+00,1.185e-04
3.086e+01,0.000e+00,6.456e-05
3.321e+01,0.000e+00,1.101e-04
3.574e+01,0.000e+00,5.859e-05
3.847e+01,0.000e+00,5.578e-05
4.140e+01,0.000e+00,7.567e-05
4.456e+01,0.000e+00,5.037e-05
4.796e+01,0.000e+00,5.175e-05
5.161e+01,0.000e+00,3.757e-05
5.555e+01,0.000e+00,1.740e-05
5.979e+01,0.000e+00,2.653e-05
6.434e+01,0.000e+00,2.462e-05
6.925e+01,0.000e+00,1.421e-05
7.453e+01,0.000e+00,2.188e-05
8.021e+01,0.000e+00,1.669e-05
8.633e+01,0.000e+00,6.809e-06
9.291e+01,0.000e+00,1.032e-05
1.000e+02,0.000e+00,4.667e-06
