# Input file: /rundisk/lessa/pp2chi0chi0_minimalH_root/Events/run_14/ddmH_1000_489_189_delphes_events.root
# Number of events: 25000
# ctau(m),eff(low-ET),eff(high-ET)
1.000e-01,0.000e+00,4.112e-05
1.076e-01,0.000e+00,3.927e-05
1.158e-01,0.000e+00,4.169e-05
1.247e-01,0.000e+00,5.186e-05
1.342e-01,0.000e+00,4.754e-05
1.444e-01,0.000e+00,4.422e-05
1.554e-01,0.000e+00,6.157e-05
1.673e-01,0.000e+00,7.888e-05
1.800e-01,0.000e+00,8.987e-05
1.937e-01,0.000e+00,1.287e-04
2.085e-01,0.000e+00,1.455e-04
2.244e-01,0.000e+00,1.663e-04
2.415e-01,0.000e+00,1.753e-04
2.600e-01,0.000e+00,3.027e-04
2.798e-01,0.000e+00,3.511e-04
3.011e-01,0.000e+00,4.352e-04
3.241e-01,0.000e+00,5.747e-04
3.488e-01,0.000e+00,8.402e-04
3.754e-01,0.000e+00,8.722e-04
4.040e-01,0.000e+00,1.188e-03
4.348e-01,0.000e+00,1.433e-03
4.680e-01,0.000e+00,1.575e-03
5.036e-01,0.000e+00,2.042e-03
5.421e-01,0.000e+00,2.553e-03
5.834e-01,0.000e+00,2.849e-03
6.279e-01,0.000e+00,3.514e-03
6.758e-01,0.000e+00,4.106e-03
7.273e-01,0.000e+00,4.608e-03
7.827e-01,0.000e+00,5.551e-03
8.424e-01,0.000e+00,6.142e-03
9.067e-01,0.000e+00,6.929e-03
9.758e-01,0.000e+00,8.581e-03
1.050e+00,0.000e+00,9.058e-03
1.130e+00,0.000e+00,1.032e-02
1.216e+00,0.000e+00,1.159e-02
1.309e+00,0.000e+00,1.279e-02
1.409e+00,0.000e+00,1.410e-02
1.517e+00,0.000e+00,1.567e-02
1.632e+00,0.000e+00,1.666e-02
1.757e+00,0.000e+00,1.815e-02
1.891e+00,0.000e+00,1.856e-02
2.035e+00,0.000e+00,2.023e-02
2.190e+00,0.000e+00,2.179e-02
2.357e+00,0.000e+00,2.325e-02
2.537e+00,0.000e+00,2.430e-02
2.730e+00,0.000e+00,2.489e-02
2.938e+00,0.000e+00,2.557e-02
3.162e+00,0.000e+00,2.710e-02
3.403e+00,0.000e+00,2.713e-02
3.663e+00,0.000e+00,2.900e-02
3.942e+00,0.000e+00,2.930e-02
4.243e+00,0.000e+00,3.005e-02
4.566e+00,0.000e+00,3.003e-02
4.915e+00,0.000e+00,3.067e-02
5.289e+00,0.000e+00,3.130e-02
5.693e+00,0.000e+00,2.975e-02
6.127e+00,0.000e+00,3.073e-02
6.594e+00,0.000e+00,3.004e-02
7.097e+00,0.000e+00,3.017e-02
7.638e+00,0.000e+00,2.954e-02
8.220e+00,0.000e+00,2.821e-02
8.847e+00,0.000e+00,2.725e-02
9.522e+00,0.000e+00,2.552e-02
1.025e+01,0.000e+00,2.589e-02
1.103e+01,0.000e+00,2.509e-02
1.187e+01,0.000e+00,2.397e-02
1.278e+01,0.000e+00,2.276e-02
1.375e+01,0.000e+00,2.131e-02
1.480e+01,0.000e+00,1.991e-02
1.593e+01,0.000e+00,1.911e-02
1.714e+01,0.000e+00,1.772e-02
1.845e+01,0.000e+00,1.615e-02
1.986e+01,0.000e+00,1.457e-02
2.137e+01,0.000e+00,1.384e-02
2.300e+01,0.000e+00,1.302e-02
2.475e+01,0.000e+00,1.175e-02
2.664e+01,0.000e+00,1.129e-02
2.867e+01,0.000e+00,1.013e-02
3.086e+01,0.000e+00,9.240e-03
3.321e+01,0.000e+00,8.062e-03
3.574e+01,0.000e+00,7.457e-03
3.847e+01,0.000e+00,7.214e-03
4.140e+01,0.000e+00,7.059e-03
4.456e+01,0.000e+00,5.632e-03
4.796e+01,0.000e+00,5.300e-03
5.161e+01,0.000e+00,4.517e-03
5.555e+01,0.000e+00,4.351e-03
5.979e+01,0.000e+00,3.722e-03
6.434e+01,0.000e+00,3.192e-03
6.925e+01,0.000e+00,2.814e-03
7.453e+01,0.000e+00,2.624e-03
8.021e+01,0.000e+00,2.280e-03
8.633e+01,0.000e+00,2.173e-03
9.291e+01,0.000e+00,1.835e-03
1.000e+02,0.000e+00,1.588e-03
