# Input file: /rundisk/lessa/pp2chi0chi0_minimalH_root/Events/run_09/ddmH_1500_734_634_delphes_events.root
# Number of events: 25000
# ctau(m),eff(low-ET),eff(high-ET)
1.000e-01,0.000e+00,2.498e-06
1.076e-01,0.000e+00,2.498e-06
1.158e-01,0.000e+00,2.498e-06
1.247e-01,0.000e+00,2.498e-06
1.342e-01,0.000e+00,3.743e-06
1.444e-01,0.000e+00,3.743e-06
1.554e-01,0.000e+00,3.693e-06
1.673e-01,0.000e+00,2.498e-06
1.800e-01,0.000e+00,3.098e-06
1.937e-01,0.000e+00,6.708e-06
2.085e-01,0.000e+00,2.146e-05
2.244e-01,0.000e+00,2.115e-05
2.415e-01,0.000e+00,1.496e-05
2.600e-01,0.000e+00,1.310e-05
2.798e-01,0.000e+00,4.335e-05
3.011e-01,0.000e+00,6.171e-05
3.241e-01,0.000e+00,3.258e-05
3.488e-01,0.000e+00,8.242e-05
3.754e-01,0.000e+00,9.814e-05
4.040e-01,0.000e+00,1.585e-04
4.348e-01,0.000e+00,1.580e-04
4.680e-01,0.000e+00,1.889e-04
5.036e-01,0.000e+00,1.755e-04
5.421e-01,0.000e+00,2.982e-04
5.834e-01,0.000e+00,3.420e-04
6.279e-01,0.000e+00,3.556e-04
6.758e-01,0.000e+00,5.192e-04
7.273e-01,0.000e+00,4.814e-04
7.827e-01,0.000e+00,6.677e-04
8.424e-01,0.000e+00,5.314e-04
9.067e-01,0.000e+00,7.080e-04
9.758e-01,0.000e+00,7.504e-04
1.050e+00,0.000e+00,7.757e-04
1.130e+00,0.000e+00,9.871e-04
1.216e+00,0.000e+00,1.039e-03
1.309e+00,0.000e+00,9.524e-04
1.409e+00,0.000e+00,1.184e-03
1.517e+00,0.000e+00,1.092e-03
1.632e+00,0.000e+00,1.328e-03
1.757e+00,0.000e+00,1.306e-03
1.891e+00,0.000e+00,1.321e-03
2.035e+00,0.000e+00,1.324e-03
2.190e+00,0.000e+00,1.374e-03
2.357e+00,0.000e+00,1.399e-03
2.537e+00,0.000e+00,1.554e-03
2.730e+00,0.000e+00,1.350e-03
2.938e+00,0.000e+00,1.326e-03
3.162e+00,0.000e+00,1.377e-03
3.403e+00,0.000e+00,1.138e-03
3.663e+00,0.000e+00,1.211e-03
3.942e+00,0.000e+00,1.214e-03
4.243e+00,0.000e+00,1.035e-03
4.566e+00,0.000e+00,9.796e-04
4.915e+00,0.000e+00,1.014e-03
5.289e+00,0.000e+00,7.828e-04
5.693e+00,0.000e+00,8.770e-04
6.127e+00,0.000e+00,8.789e-04
6.594e+00,0.000e+00,8.033e-04
7.097e+00,0.000e+00,6.036e-04
7.638e+00,0.000e+00,6.613e-04
8.220e+00,0.000e+00,6.311e-04
8.847e+00,0.000e+00,4.700e-04
9.522e+00,0.000e+00,4.887e-04
1.025e+01,0.000e+00,4.133e-04
1.103e+01,0.000e+00,4.624e-04
1.187e+01,0.000e+00,4.135e-04
1.278e+01,0.000e+00,2.841e-04
1.375e+01,0.000e+00,2.591e-04
1.480e+01,0.000e+00,2.887e-04
1.593e+01,0.000e+00,1.758e-04
1.714e+01,0.000e+00,1.956e-04
1.845e+01,0.000e+00,1.754e-04
1.986e+01,0.000e+00,1.725e-04
2.137e+01,0.000e+00,1.801e-04
2.300e+01,0.000e+00,1.740e-04
2.475e+01,0.000e+00,1.047e-04
2.664e+01,0.000e+00,1.807e-04
2.867e+01,0.000e+00,1.174e-04
3.086e+01,0.000e+00,1.072e-04
3.321e+01,0.000e+00,4.364e-05
3.574e+01,0.000e+00,7.121e-05
3.847e+01,0.000e+00,3.550e-05
4.140e+01,0.000e+00,5.709e-05
4.456e+01,0.000e+00,2.929e-05
4.796e+01,0.000e+00,4.899e-05
5.161e+01,0.000e+00,3.951e-05
5.555e+01,0.000e+00,2.328e-05
5.979e+01,0.000e+00,2.014e-05
6.434e+01,0.000e+00,3.239e-05
6.925e+01,0.000e+00,9.764e-06
7.453e+01,0.000e+00,3.125e-05
8.021e+01,0.000e+00,3.672e-05
8.633e+01,0.000e+00,9.378e-06
9.291e+01,0.000e+00,3.611e-06
1.000e+02,0.000e+00,9.609e-06
