# Input file: /rundisk/lessa/pp2chi0chi0_minimalH_root/Events/run_04/ddmH_500_244_154_delphes_events.root
# Number of events: 25000
# ctau(m),eff(low-ET),eff(high-ET)
1.000e-01,0.000e+00,1.978e-05
1.076e-01,0.000e+00,1.695e-05
1.158e-01,0.000e+00,2.198e-05
1.247e-01,0.000e+00,1.246e-05
1.342e-01,0.000e+00,4.468e-05
1.444e-01,0.000e+00,2.492e-05
1.554e-01,0.000e+00,4.653e-05
1.673e-01,0.000e+00,4.674e-05
1.800e-01,0.000e+00,3.173e-05
1.937e-01,0.000e+00,7.849e-05
2.085e-01,0.000e+00,6.184e-05
2.244e-01,0.000e+00,1.357e-04
2.415e-01,0.000e+00,1.547e-04
2.600e-01,0.000e+00,1.961e-04
2.798e-01,0.000e+00,2.112e-04
3.011e-01,0.000e+00,3.235e-04
3.241e-01,0.000e+00,3.409e-04
3.488e-01,0.000e+00,3.433e-04
3.754e-01,0.000e+00,4.255e-04
4.040e-01,0.000e+00,4.586e-04
4.348e-01,0.000e+00,5.466e-04
4.680e-01,0.000e+00,6.147e-04
5.036e-01,0.000e+00,6.078e-04
5.421e-01,0.000e+00,6.764e-04
5.834e-01,0.000e+00,8.002e-04
6.279e-01,0.000e+00,8.756e-04
6.758e-01,0.000e+00,1.110e-03
7.273e-01,0.000e+00,1.169e-03
7.827e-01,0.000e+00,1.070e-03
8.424e-01,0.000e+00,1.171e-03
9.067e-01,0.000e+00,1.329e-03
9.758e-01,0.000e+00,1.534e-03
1.050e+00,0.000e+00,1.297e-03
1.130e+00,0.000e+00,1.608e-03
1.216e+00,0.000e+00,1.531e-03
1.309e+00,0.000e+00,1.708e-03
1.409e+00,0.000e+00,1.578e-03
1.517e+00,0.000e+00,1.585e-03
1.632e+00,0.000e+00,1.590e-03
1.757e+00,0.000e+00,1.516e-03
1.891e+00,0.000e+00,1.677e-03
2.035e+00,0.000e+00,1.481e-03
2.190e+00,0.000e+00,1.612e-03
2.357e+00,0.000e+00,1.321e-03
2.537e+00,0.000e+00,1.268e-03
2.730e+00,0.000e+00,1.252e-03
2.938e+00,0.000e+00,1.302e-03
3.162e+00,0.000e+00,1.185e-03
3.403e+00,0.000e+00,1.178e-03
3.663e+00,0.000e+00,9.937e-04
3.942e+00,0.000e+00,1.037e-03
4.243e+00,0.000e+00,9.919e-04
4.566e+00,0.000e+00,8.048e-04
4.915e+00,0.000e+00,7.721e-04
5.289e+00,0.000e+00,6.727e-04
5.693e+00,0.000e+00,6.121e-04
6.127e+00,0.000e+00,5.970e-04
6.594e+00,0.000e+00,5.103e-04
7.097e+00,0.000e+00,5.182e-04
7.638e+00,0.000e+00,4.505e-04
8.220e+00,0.000e+00,3.345e-04
8.847e+00,0.000e+00,4.060e-04
9.522e+00,0.000e+00,3.024e-04
1.025e+01,0.000e+00,3.313e-04
1.103e+01,0.000e+00,3.739e-04
1.187e+01,0.000e+00,2.310e-04
1.278e+01,0.000e+00,2.987e-04
1.375e+01,0.000e+00,1.795e-04
1.480e+01,0.000e+00,1.710e-04
1.593e+01,0.000e+00,1.697e-04
1.714e+01,0.000e+00,1.990e-04
1.845e+01,0.000e+00,1.126e-04
1.986e+01,0.000e+00,8.358e-05
2.137e+01,0.000e+00,1.005e-04
2.300e+01,0.000e+00,1.218e-04
2.475e+01,0.000e+00,5.607e-05
2.664e+01,0.000e+00,7.514e-05
2.867e+01,0.000e+00,8.934e-05
3.086e+01,0.000e+00,4.414e-05
3.321e+01,0.000e+00,6.474e-05
3.574e+01,0.000e+00,4.799e-05
3.847e+01,0.000e+00,4.696e-05
4.140e+01,0.000e+00,3.428e-05
4.456e+01,0.000e+00,2.168e-05
4.796e+01,0.000e+00,2.605e-05
5.161e+01,0.000e+00,3.055e-05
5.555e+01,0.000e+00,2.512e-05
5.979e+01,0.000e+00,7.137e-06
6.434e+01,0.000e+00,1.522e-05
6.925e+01,0.000e+00,1.032e-05
7.453e+01,0.000e+00,2.454e-05
8.021e+01,0.000e+00,6.303e-06
8.633e+01,0.000e+00,4.435e-06
9.291e+01,0.000e+00,3.332e-06
1.000e+02,0.000e+00,6.138e-06
