# Input file: /rundisk/lessa/pp2chi0chi0_minimalH_root/Events/run_01/ddmH_500_244_194_delphes_events.root
# Number of events: 25000
# ctau(m),eff(low-ET),eff(high-ET)
1.000e-01,0.000e+00,1.428e-06
1.076e-01,0.000e+00,2.292e-06
1.158e-01,0.000e+00,9.022e-06
1.247e-01,0.000e+00,2.089e-05
1.342e-01,0.000e+00,3.105e-06
1.444e-01,0.000e+00,1.004e-05
1.554e-01,0.000e+00,2.968e-05
1.673e-01,0.000e+00,3.585e-05
1.800e-01,0.000e+00,3.891e-05
1.937e-01,0.000e+00,2.674e-05
2.085e-01,0.000e+00,5.602e-05
2.244e-01,0.000e+00,3.615e-05
2.415e-01,0.000e+00,5.076e-05
2.600e-01,0.000e+00,7.610e-05
2.798e-01,0.000e+00,6.972e-05
3.011e-01,0.000e+00,5.686e-05
3.241e-01,0.000e+00,9.472e-05
3.488e-01,0.000e+00,1.213e-04
3.754e-01,0.000e+00,1.381e-04
4.040e-01,0.000e+00,1.375e-04
4.348e-01,0.000e+00,1.632e-04
4.680e-01,0.000e+00,1.567e-04
5.036e-01,0.000e+00,1.949e-04
5.421e-01,0.000e+00,1.751e-04
5.834e-01,0.000e+00,2.432e-04
6.279e-01,0.000e+00,2.334e-04
6.758e-01,0.000e+00,2.286e-04
7.273e-01,0.000e+00,2.700e-04
7.827e-01,0.000e+00,2.959e-04
8.424e-01,0.000e+00,2.946e-04
9.067e-01,0.000e+00,2.377e-04
9.758e-01,0.000e+00,2.837e-04
1.050e+00,0.000e+00,2.634e-04
1.130e+00,0.000e+00,2.077e-04
1.216e+00,0.000e+00,2.161e-04
1.309e+00,0.000e+00,2.556e-04
1.409e+00,0.000e+00,2.640e-04
1.517e+00,0.000e+00,3.039e-04
1.632e+00,0.000e+00,2.101e-04
1.757e+00,0.000e+00,2.072e-04
1.891e+00,0.000e+00,1.477e-04
2.035e+00,0.000e+00,2.087e-04
2.190e+00,0.000e+00,1.686e-04
2.357e+00,0.000e+00,1.896e-04
2.537e+00,0.000e+00,1.532e-04
2.730e+00,0.000e+00,1.745e-04
2.938e+00,0.000e+00,1.462e-04
3.162e+00,0.000e+00,1.632e-04
3.403e+00,0.000e+00,1.156e-04
3.663e+00,0.000e+00,1.043e-04
3.942e+00,0.000e+00,1.035e-04
4.243e+00,0.000e+00,8.338e-05
4.566e+00,0.000e+00,6.983e-05
4.915e+00,0.000e+00,6.341e-05
5.289e+00,0.000e+00,5.970e-05
5.693e+00,0.000e+00,9.018e-05
6.127e+00,0.000e+00,5.707e-05
6.594e+00,0.000e+00,6.356e-05
7.097e+00,0.000e+00,4.554e-05
7.638e+00,0.000e+00,5.690e-05
8.220e+00,0.000e+00,1.721e-05
8.847e+00,0.000e+00,3.749e-05
9.522e+00,0.000e+00,2.671e-05
1.025e+01,0.000e+00,1.941e-05
1.103e+01,0.000e+00,1.157e-05
1.187e+01,0.000e+00,1.069e-05
1.278e+01,0.000e+00,4.491e-05
1.375e+01,0.000e+00,1.612e-05
1.480e+01,0.000e+00,2.176e-05
1.593e+01,0.000e+00,5.762e-06
1.714e+01,0.000e+00,3.836e-06
1.845e+01,0.000e+00,1.756e-05
1.986e+01,0.000e+00,3.268e-06
2.137e+01,0.000e+00,1.527e-05
2.300e+01,0.000e+00,1.010e-05
2.475e+01,0.000e+00,1.026e-05
2.664e+01,0.000e+00,3.866e-06
2.867e+01,0.000e+00,1.405e-05
3.086e+01,0.000e+00,7.468e-06
3.321e+01,0.000e+00,2.869e-06
3.574e+01,0.000e+00,5.144e-06
3.847e+01,0.000e+00,3.009e-06
4.140e+01,0.000e+00,8.752e-07
4.456e+01,0.000e+00,1.489e-05
4.796e+01,0.000e+00,4.655e-06
5.161e+01,0.000e+00,9.785e-08
5.555e+01,0.000e+00,4.471e-06
5.979e+01,0.000e+00,1.133e-06
6.434e+01,0.000e+00,6.448e-07
6.925e+01,0.000e+00,3.118e-07
7.453e+01,0.000e+00,9.732e-07
8.021e+01,0.000e+00,4.539e-07
8.633e+01,0.000e+00,6.676e-07
9.291e+01,0.000e+00,1.213e-06
1.000e+02,0.000e+00,4.915e-08
