# Input file: /rundisk/lessa/pp2chi0chi0_minimalH_root/Events/run_12/ddmH_1500_734_534_delphes_events.root
# Number of events: 25000
# ctau(m),eff(low-ET),eff(high-ET)
1.000e-01,0.000e+00,2.917e-05
1.076e-01,0.000e+00,3.023e-05
1.158e-01,0.000e+00,2.793e-05
1.247e-01,0.000e+00,3.035e-05
1.342e-01,0.000e+00,2.793e-05
1.444e-01,0.000e+00,2.793e-05
1.554e-01,0.000e+00,3.384e-05
1.673e-01,0.000e+00,4.298e-05
1.800e-01,0.000e+00,1.013e-04
1.937e-01,0.000e+00,4.683e-05
2.085e-01,0.000e+00,6.508e-05
2.244e-01,0.000e+00,9.195e-05
2.415e-01,0.000e+00,8.189e-05
2.600e-01,0.000e+00,1.429e-04
2.798e-01,0.000e+00,1.818e-04
3.011e-01,0.000e+00,2.744e-04
3.241e-01,0.000e+00,2.852e-04
3.488e-01,0.000e+00,3.828e-04
3.754e-01,0.000e+00,6.090e-04
4.040e-01,0.000e+00,6.000e-04
4.348e-01,0.000e+00,9.273e-04
4.680e-01,0.000e+00,1.168e-03
5.036e-01,0.000e+00,1.224e-03
5.421e-01,0.000e+00,1.537e-03
5.834e-01,0.000e+00,2.006e-03
6.279e-01,0.000e+00,2.535e-03
6.758e-01,0.000e+00,2.753e-03
7.273e-01,0.000e+00,3.141e-03
7.827e-01,0.000e+00,4.045e-03
8.424e-01,0.000e+00,4.620e-03
9.067e-01,0.000e+00,5.184e-03
9.758e-01,0.000e+00,6.481e-03
1.050e+00,0.000e+00,6.684e-03
1.130e+00,0.000e+00,7.748e-03
1.216e+00,0.000e+00,8.843e-03
1.309e+00,0.000e+00,9.614e-03
1.409e+00,0.000e+00,1.086e-02
1.517e+00,0.000e+00,1.140e-02
1.632e+00,0.000e+00,1.268e-02
1.757e+00,0.000e+00,1.462e-02
1.891e+00,0.000e+00,1.457e-02
2.035e+00,0.000e+00,1.552e-02
2.190e+00,0.000e+00,1.630e-02
2.357e+00,0.000e+00,1.689e-02
2.537e+00,0.000e+00,1.803e-02
2.730e+00,0.000e+00,1.903e-02
2.938e+00,0.000e+00,1.969e-02
3.162e+00,0.000e+00,1.983e-02
3.403e+00,0.000e+00,2.092e-02
3.663e+00,0.000e+00,2.100e-02
3.942e+00,0.000e+00,2.135e-02
4.243e+00,0.000e+00,2.067e-02
4.566e+00,0.000e+00,2.078e-02
4.915e+00,0.000e+00,2.067e-02
5.289e+00,0.000e+00,2.066e-02
5.693e+00,0.000e+00,2.111e-02
6.127e+00,0.000e+00,2.106e-02
6.594e+00,0.000e+00,1.956e-02
7.097e+00,0.000e+00,1.929e-02
7.638e+00,0.000e+00,1.757e-02
8.220e+00,0.000e+00,1.766e-02
8.847e+00,0.000e+00,1.724e-02
9.522e+00,0.000e+00,1.645e-02
1.025e+01,0.000e+00,1.522e-02
1.103e+01,0.000e+00,1.480e-02
1.187e+01,0.000e+00,1.365e-02
1.278e+01,0.000e+00,1.266e-02
1.375e+01,0.000e+00,1.230e-02
1.480e+01,0.000e+00,1.150e-02
1.593e+01,0.000e+00,1.073e-02
1.714e+01,0.000e+00,9.589e-03
1.845e+01,0.000e+00,9.384e-03
1.986e+01,0.000e+00,8.537e-03
2.137e+01,0.000e+00,7.998e-03
2.300e+01,0.000e+00,7.122e-03
2.475e+01,0.000e+00,6.323e-03
2.664e+01,0.000e+00,5.852e-03
2.867e+01,0.000e+00,5.386e-03
3.086e+01,0.000e+00,4.892e-03
3.321e+01,0.000e+00,4.690e-03
3.574e+01,0.000e+00,4.230e-03
3.847e+01,0.000e+00,3.535e-03
4.140e+01,0.000e+00,3.436e-03
4.456e+01,0.000e+00,2.957e-03
4.796e+01,0.000e+00,2.362e-03
5.161e+01,0.000e+00,2.228e-03
5.555e+01,0.000e+00,2.339e-03
5.979e+01,0.000e+00,2.145e-03
6.434e+01,0.000e+00,1.653e-03
6.925e+01,0.000e+00,1.555e-03
7.453e+01,0.000e+00,1.299e-03
8.021e+01,0.000e+00,1.129e-03
8.633e+01,0.000e+00,1.154e-03
9.291e+01,0.000e+00,1.129e-03
1.000e+02,0.000e+00,9.874e-04
