# Input file: /rundisk/lessa/pp2chi0chi0_minimalH_root/Events/run_06/ddmH_1500_734_644_delphes_events.root
# Number of events: 25000
# ctau(m),eff(low-ET),eff(high-ET)
1.000e-01,0.000e+00,6.761e-06
1.076e-01,0.000e+00,6.761e-06
1.158e-01,0.000e+00,7.312e-06
1.247e-01,0.000e+00,6.761e-06
1.342e-01,0.000e+00,8.683e-06
1.444e-01,0.000e+00,6.761e-06
1.554e-01,0.000e+00,8.069e-06
1.673e-01,0.000e+00,1.545e-05
1.800e-01,0.000e+00,1.504e-05
1.937e-01,0.000e+00,1.209e-05
2.085e-01,0.000e+00,2.959e-05
2.244e-01,0.000e+00,2.404e-05
2.415e-01,0.000e+00,2.264e-05
2.600e-01,0.000e+00,6.242e-05
2.798e-01,0.000e+00,7.008e-05
3.011e-01,0.000e+00,6.078e-05
3.241e-01,0.000e+00,1.088e-04
3.488e-01,0.000e+00,1.255e-04
3.754e-01,0.000e+00,1.499e-04
4.040e-01,0.000e+00,2.156e-04
4.348e-01,0.000e+00,2.238e-04
4.680e-01,0.000e+00,3.489e-04
5.036e-01,0.000e+00,3.386e-04
5.421e-01,0.000e+00,5.470e-04
5.834e-01,0.000e+00,5.445e-04
6.279e-01,0.000e+00,6.738e-04
6.758e-01,0.000e+00,7.237e-04
7.273e-01,0.000e+00,8.974e-04
7.827e-01,0.000e+00,1.021e-03
8.424e-01,0.000e+00,1.042e-03
9.067e-01,0.000e+00,1.226e-03
9.758e-01,0.000e+00,1.263e-03
1.050e+00,0.000e+00,1.537e-03
1.130e+00,0.000e+00,1.531e-03
1.216e+00,0.000e+00,1.584e-03
1.309e+00,0.000e+00,1.811e-03
1.409e+00,0.000e+00,1.759e-03
1.517e+00,0.000e+00,1.944e-03
1.632e+00,0.000e+00,1.909e-03
1.757e+00,0.000e+00,2.133e-03
1.891e+00,0.000e+00,2.231e-03
2.035e+00,0.000e+00,1.941e-03
2.190e+00,0.000e+00,1.927e-03
2.357e+00,0.000e+00,2.100e-03
2.537e+00,0.000e+00,2.062e-03
2.730e+00,0.000e+00,2.044e-03
2.938e+00,0.000e+00,2.135e-03
3.162e+00,0.000e+00,2.077e-03
3.403e+00,0.000e+00,2.122e-03
3.663e+00,0.000e+00,1.831e-03
3.942e+00,0.000e+00,1.758e-03
4.243e+00,0.000e+00,1.559e-03
4.566e+00,0.000e+00,1.458e-03
4.915e+00,0.000e+00,1.413e-03
5.289e+00,0.000e+00,1.291e-03
5.693e+00,0.000e+00,1.297e-03
6.127e+00,0.000e+00,1.272e-03
6.594e+00,0.000e+00,1.086e-03
7.097e+00,0.000e+00,1.071e-03
7.638e+00,0.000e+00,9.169e-04
8.220e+00,0.000e+00,9.599e-04
8.847e+00,0.000e+00,8.188e-04
9.522e+00,0.000e+00,7.026e-04
1.025e+01,0.000e+00,6.918e-04
1.103e+01,0.000e+00,5.992e-04
1.187e+01,0.000e+00,5.022e-04
1.278e+01,0.000e+00,4.712e-04
1.375e+01,0.000e+00,3.977e-04
1.480e+01,0.000e+00,3.751e-04
1.593e+01,0.000e+00,3.392e-04
1.714e+01,0.000e+00,3.435e-04
1.845e+01,0.000e+00,2.141e-04
1.986e+01,0.000e+00,2.423e-04
2.137e+01,0.000e+00,2.087e-04
2.300e+01,0.000e+00,1.843e-04
2.475e+01,0.000e+00,1.573e-04
2.664e+01,0.000e+00,1.322e-04
2.867e+01,0.000e+00,1.200e-04
3.086e+01,0.000e+00,1.091e-04
3.321e+01,0.000e+00,1.054e-04
3.574e+01,0.000e+00,6.138e-05
3.847e+01,0.000e+00,1.102e-04
4.140e+01,0.000e+00,1.211e-04
4.456e+01,0.000e+00,4.287e-05
4.796e+01,0.000e+00,6.036e-05
5.161e+01,0.000e+00,3.426e-05
5.555e+01,0.000e+00,4.114e-05
5.979e+01,0.000e+00,4.526e-05
6.434e+01,0.000e+00,5.144e-05
6.925e+01,0.000e+00,3.449e-05
7.453e+01,0.000e+00,3.997e-05
8.021e+01,0.000e+00,3.561e-05
8.633e+01,0.000e+00,2.359e-05
9.291e+01,0.000e+00,1.592e-05
1.000e+02,0.000e+00,1.339e-05
