# Input file: /rundisk/lessa/pp2chi0chi0_minimalH_root/Events/run_05/ddmH_1000_489_399_delphes_events.root
# Number of events: 25000
# ctau(m),eff(low-ET),eff(high-ET)
1.000e-01,0.000e+00,7.959e-06
1.076e-01,0.000e+00,8.876e-06
1.158e-01,0.000e+00,1.548e-05
1.247e-01,0.000e+00,3.081e-05
1.342e-01,0.000e+00,9.680e-06
1.444e-01,0.000e+00,8.582e-06
1.554e-01,0.000e+00,1.817e-05
1.673e-01,0.000e+00,1.929e-05
1.800e-01,0.000e+00,1.365e-05
1.937e-01,0.000e+00,2.911e-05
2.085e-01,0.000e+00,8.337e-05
2.244e-01,0.000e+00,5.432e-05
2.415e-01,0.000e+00,6.613e-05
2.600e-01,0.000e+00,1.055e-04
2.798e-01,0.000e+00,1.165e-04
3.011e-01,0.000e+00,1.510e-04
3.241e-01,0.000e+00,1.987e-04
3.488e-01,0.000e+00,2.259e-04
3.754e-01,0.000e+00,2.809e-04
4.040e-01,0.000e+00,2.682e-04
4.348e-01,0.000e+00,4.521e-04
4.680e-01,0.000e+00,4.690e-04
5.036e-01,0.000e+00,5.201e-04
5.421e-01,0.000e+00,6.457e-04
5.834e-01,0.000e+00,7.676e-04
6.279e-01,0.000e+00,8.475e-04
6.758e-01,0.000e+00,9.531e-04
7.273e-01,0.000e+00,9.597e-04
7.827e-01,0.000e+00,1.123e-03
8.424e-01,0.000e+00,1.258e-03
9.067e-01,0.000e+00,1.556e-03
9.758e-01,0.000e+00,1.610e-03
1.050e+00,0.000e+00,1.805e-03
1.130e+00,0.000e+00,1.563e-03
1.216e+00,0.000e+00,1.803e-03
1.309e+00,0.000e+00,1.839e-03
1.409e+00,0.000e+00,1.700e-03
1.517e+00,0.000e+00,1.957e-03
1.632e+00,0.000e+00,2.086e-03
1.757e+00,0.000e+00,2.129e-03
1.891e+00,0.000e+00,1.939e-03
2.035e+00,0.000e+00,1.948e-03
2.190e+00,0.000e+00,1.910e-03
2.357e+00,0.000e+00,1.998e-03
2.537e+00,0.000e+00,2.022e-03
2.730e+00,0.000e+00,1.737e-03
2.938e+00,0.000e+00,1.705e-03
3.162e+00,0.000e+00,1.855e-03
3.403e+00,0.000e+00,1.577e-03
3.663e+00,0.000e+00,1.686e-03
3.942e+00,0.000e+00,1.432e-03
4.243e+00,0.000e+00,1.436e-03
4.566e+00,0.000e+00,1.161e-03
4.915e+00,0.000e+00,1.311e-03
5.289e+00,0.000e+00,1.164e-03
5.693e+00,0.000e+00,1.186e-03
6.127e+00,0.000e+00,1.038e-03
6.594e+00,0.000e+00,1.065e-03
7.097e+00,0.000e+00,7.931e-04
7.638e+00,0.000e+00,7.678e-04
8.220e+00,0.000e+00,7.508e-04
8.847e+00,0.000e+00,6.103e-04
9.522e+00,0.000e+00,5.298e-04
1.025e+01,0.000e+00,5.022e-04
1.103e+01,0.000e+00,5.148e-04
1.187e+01,0.000e+00,4.611e-04
1.278e+01,0.000e+00,3.481e-04
1.375e+01,0.000e+00,3.119e-04
1.480e+01,0.000e+00,3.348e-04
1.593e+01,0.000e+00,2.578e-04
1.714e+01,0.000e+00,2.757e-04
1.845e+01,0.000e+00,1.912e-04
1.986e+01,0.000e+00,1.754e-04
2.137e+01,0.000e+00,1.719e-04
2.300e+01,0.000e+00,2.146e-04
2.475e+01,0.000e+00,1.498e-04
2.664e+01,0.000e+00,1.201e-04
2.867e+01,0.000e+00,1.459e-04
3.086e+01,0.000e+00,7.510e-05
3.321e+01,0.000e+00,9.482e-05
3.574e+01,0.000e+00,1.076e-04
3.847e+01,0.000e+00,5.971e-05
4.140e+01,0.000e+00,5.664e-05
4.456e+01,0.000e+00,3.642e-05
4.796e+01,0.000e+00,4.078e-05
5.161e+01,0.000e+00,4.733e-05
5.555e+01,0.000e+00,3.811e-05
5.979e+01,0.000e+00,2.779e-05
6.434e+01,0.000e+00,4.610e-05
6.925e+01,0.000e+00,2.411e-05
7.453e+01,0.000e+00,1.730e-05
8.021e+01,0.000e+00,1.822e-05
8.633e+01,0.000e+00,1.348e-05
9.291e+01,0.000e+00,1.220e-05
1.000e+02,0.000e+00,2.121e-05
