# Input file: /rundisk/lessa/pp2chi0chi0_minimalH_root/Events/run_05/ddmH_1000_489_399_delphes_events.root
# Number of events: 25000
# ctau(m),eff(low-ET),eff(high-ET)
1.000e-01,0.000e+00,2.222e-06
1.076e-01,0.000e+00,2.222e-06
1.158e-01,0.000e+00,2.222e-06
1.247e-01,0.000e+00,2.406e-05
1.342e-01,0.000e+00,6.347e-06
1.444e-01,0.000e+00,4.773e-06
1.554e-01,0.000e+00,2.222e-06
1.673e-01,0.000e+00,3.207e-06
1.800e-01,0.000e+00,7.655e-06
1.937e-01,0.000e+00,4.830e-05
2.085e-01,0.000e+00,2.266e-05
2.244e-01,0.000e+00,4.428e-05
2.415e-01,0.000e+00,3.372e-05
2.600e-01,0.000e+00,3.608e-05
2.798e-01,0.000e+00,8.010e-05
3.011e-01,0.000e+00,9.454e-05
3.241e-01,0.000e+00,1.367e-04
3.488e-01,0.000e+00,7.594e-05
3.754e-01,0.000e+00,1.912e-04
4.040e-01,0.000e+00,1.940e-04
4.348e-01,0.000e+00,2.238e-04
4.680e-01,0.000e+00,2.508e-04
5.036e-01,0.000e+00,2.201e-04
5.421e-01,0.000e+00,4.334e-04
5.834e-01,0.000e+00,3.268e-04
6.279e-01,0.000e+00,4.368e-04
6.758e-01,0.000e+00,4.160e-04
7.273e-01,0.000e+00,5.178e-04
7.827e-01,0.000e+00,6.033e-04
8.424e-01,0.000e+00,6.290e-04
9.067e-01,0.000e+00,6.392e-04
9.758e-01,0.000e+00,7.160e-04
1.050e+00,0.000e+00,6.779e-04
1.130e+00,0.000e+00,7.326e-04
1.216e+00,0.000e+00,8.364e-04
1.309e+00,0.000e+00,9.726e-04
1.409e+00,0.000e+00,7.559e-04
1.517e+00,0.000e+00,9.475e-04
1.632e+00,0.000e+00,9.555e-04
1.757e+00,0.000e+00,9.192e-04
1.891e+00,0.000e+00,1.004e-03
2.035e+00,0.000e+00,9.771e-04
2.190e+00,0.000e+00,8.517e-04
2.357e+00,0.000e+00,9.108e-04
2.537e+00,0.000e+00,8.005e-04
2.730e+00,0.000e+00,8.598e-04
2.938e+00,0.000e+00,8.662e-04
3.162e+00,0.000e+00,8.294e-04
3.403e+00,0.000e+00,7.337e-04
3.663e+00,0.000e+00,6.810e-04
3.942e+00,0.000e+00,6.994e-04
4.243e+00,0.000e+00,6.890e-04
4.566e+00,0.000e+00,6.164e-04
4.915e+00,0.000e+00,5.867e-04
5.289e+00,0.000e+00,5.437e-04
5.693e+00,0.000e+00,4.306e-04
6.127e+00,0.000e+00,4.860e-04
6.594e+00,0.000e+00,3.365e-04
7.097e+00,0.000e+00,2.766e-04
7.638e+00,0.000e+00,3.828e-04
8.220e+00,0.000e+00,3.315e-04
8.847e+00,0.000e+00,3.339e-04
9.522e+00,0.000e+00,2.307e-04
1.025e+01,0.000e+00,3.024e-04
1.103e+01,0.000e+00,2.543e-04
1.187e+01,0.000e+00,2.008e-04
1.278e+01,0.000e+00,1.611e-04
1.375e+01,0.000e+00,1.214e-04
1.480e+01,0.000e+00,9.912e-05
1.593e+01,0.000e+00,1.242e-04
1.714e+01,0.000e+00,9.818e-05
1.845e+01,0.000e+00,9.096e-05
1.986e+01,0.000e+00,6.948e-05
2.137e+01,0.000e+00,8.833e-05
2.300e+01,0.000e+00,5.431e-05
2.475e+01,0.000e+00,4.027e-05
2.664e+01,0.000e+00,3.645e-05
2.867e+01,0.000e+00,3.893e-05
3.086e+01,0.000e+00,3.920e-05
3.321e+01,0.000e+00,4.040e-05
3.574e+01,0.000e+00,5.011e-05
3.847e+01,0.000e+00,2.297e-05
4.140e+01,0.000e+00,1.389e-05
4.456e+01,0.000e+00,3.343e-05
4.796e+01,0.000e+00,1.432e-05
5.161e+01,0.000e+00,1.300e-05
5.555e+01,0.000e+00,1.793e-05
5.979e+01,0.000e+00,4.667e-05
6.434e+01,0.000e+00,2.155e-05
6.925e+01,0.000e+00,5.666e-06
7.453e+01,0.000e+00,1.584e-05
8.021e+01,0.000e+00,2.900e-06
8.633e+01,0.000e+00,3.448e-06
9.291e+01,0.000e+00,2.364e-06
1.000e+02,0.000e+00,2.529e-06
