# Input file: /rundisk/lessa/pp2chi0chi0_minimalH_root/Events/run_06/ddmH_1500_734_644_delphes_events.root
# Number of events: 25000
# ctau(m),eff(low-ET),eff(high-ET)
1.000e-01,0.000e+00,1.773e-06
1.076e-01,0.000e+00,1.773e-06
1.158e-01,0.000e+00,1.773e-06
1.247e-01,0.000e+00,2.021e-06
1.342e-01,0.000e+00,2.729e-06
1.444e-01,0.000e+00,3.209e-06
1.554e-01,0.000e+00,1.773e-06
1.673e-01,0.000e+00,3.505e-06
1.800e-01,0.000e+00,2.014e-06
1.937e-01,0.000e+00,3.400e-06
2.085e-01,0.000e+00,1.245e-05
2.244e-01,0.000e+00,8.053e-06
2.415e-01,0.000e+00,1.609e-05
2.600e-01,0.000e+00,3.037e-06
2.798e-01,0.000e+00,2.904e-05
3.011e-01,0.000e+00,2.357e-05
3.241e-01,0.000e+00,5.770e-05
3.488e-01,0.000e+00,5.092e-05
3.754e-01,0.000e+00,8.306e-05
4.040e-01,0.000e+00,1.029e-04
4.348e-01,0.000e+00,1.170e-04
4.680e-01,0.000e+00,1.604e-04
5.036e-01,0.000e+00,1.764e-04
5.421e-01,0.000e+00,2.312e-04
5.834e-01,0.000e+00,2.802e-04
6.279e-01,0.000e+00,3.022e-04
6.758e-01,0.000e+00,4.682e-04
7.273e-01,0.000e+00,3.179e-04
7.827e-01,0.000e+00,4.266e-04
8.424e-01,0.000e+00,5.984e-04
9.067e-01,0.000e+00,5.211e-04
9.758e-01,0.000e+00,6.857e-04
1.050e+00,0.000e+00,6.425e-04
1.130e+00,0.000e+00,6.828e-04
1.216e+00,0.000e+00,8.295e-04
1.309e+00,0.000e+00,7.548e-04
1.409e+00,0.000e+00,9.214e-04
1.517e+00,0.000e+00,9.850e-04
1.632e+00,0.000e+00,9.697e-04
1.757e+00,0.000e+00,1.056e-03
1.891e+00,0.000e+00,9.830e-04
2.035e+00,0.000e+00,1.038e-03
2.190e+00,0.000e+00,9.859e-04
2.357e+00,0.000e+00,1.098e-03
2.537e+00,0.000e+00,8.994e-04
2.730e+00,0.000e+00,1.017e-03
2.938e+00,0.000e+00,9.405e-04
3.162e+00,0.000e+00,1.040e-03
3.403e+00,0.000e+00,8.933e-04
3.663e+00,0.000e+00,8.356e-04
3.942e+00,0.000e+00,7.113e-04
4.243e+00,0.000e+00,6.949e-04
4.566e+00,0.000e+00,7.513e-04
4.915e+00,0.000e+00,7.345e-04
5.289e+00,0.000e+00,6.200e-04
5.693e+00,0.000e+00,5.918e-04
6.127e+00,0.000e+00,6.005e-04
6.594e+00,0.000e+00,5.825e-04
7.097e+00,0.000e+00,4.432e-04
7.638e+00,0.000e+00,3.884e-04
8.220e+00,0.000e+00,3.983e-04
8.847e+00,0.000e+00,3.497e-04
9.522e+00,0.000e+00,3.381e-04
1.025e+01,0.000e+00,2.727e-04
1.103e+01,0.000e+00,1.894e-04
1.187e+01,0.000e+00,2.251e-04
1.278e+01,0.000e+00,2.274e-04
1.375e+01,0.000e+00,1.775e-04
1.480e+01,0.000e+00,1.789e-04
1.593e+01,0.000e+00,1.307e-04
1.714e+01,0.000e+00,1.406e-04
1.845e+01,0.000e+00,1.202e-04
1.986e+01,0.000e+00,9.954e-05
2.137e+01,0.000e+00,9.837e-05
2.300e+01,0.000e+00,1.192e-04
2.475e+01,0.000e+00,3.603e-05
2.664e+01,0.000e+00,8.138e-05
2.867e+01,0.000e+00,3.992e-05
3.086e+01,0.000e+00,4.803e-05
3.321e+01,0.000e+00,1.872e-05
3.574e+01,0.000e+00,5.555e-05
3.847e+01,0.000e+00,2.080e-05
4.140e+01,0.000e+00,1.823e-05
4.456e+01,0.000e+00,3.499e-05
4.796e+01,0.000e+00,1.619e-05
5.161e+01,0.000e+00,9.570e-06
5.555e+01,0.000e+00,1.272e-05
5.979e+01,0.000e+00,2.221e-05
6.434e+01,0.000e+00,8.446e-06
6.925e+01,0.000e+00,1.857e-05
7.453e+01,0.000e+00,1.451e-05
8.021e+01,0.000e+00,9.518e-06
8.633e+01,0.000e+00,9.266e-06
9.291e+01,0.000e+00,2.608e-06
1.000e+02,0.000e+00,2.987e-06
