# Input file: /rundisk/lessa/pp2chi0chi0_minimalH_root/Events/run_07/ddmH_500_244_144_delphes_events.root
# Number of events: 25000
# ctau(m),eff(low-ET),eff(high-ET)
1.000e-01,0.000e+00,7.903e-06
1.076e-01,0.000e+00,4.253e-06
1.158e-01,0.000e+00,1.132e-05
1.247e-01,0.000e+00,1.078e-05
1.342e-01,0.000e+00,5.059e-06
1.444e-01,0.000e+00,1.732e-05
1.554e-01,0.000e+00,1.925e-05
1.673e-01,0.000e+00,2.524e-05
1.800e-01,0.000e+00,2.305e-05
1.937e-01,0.000e+00,5.202e-05
2.085e-01,0.000e+00,4.829e-05
2.244e-01,0.000e+00,4.655e-05
2.415e-01,0.000e+00,6.095e-05
2.600e-01,0.000e+00,9.287e-05
2.798e-01,0.000e+00,1.251e-04
3.011e-01,0.000e+00,1.147e-04
3.241e-01,0.000e+00,1.939e-04
3.488e-01,0.000e+00,1.876e-04
3.754e-01,0.000e+00,2.459e-04
4.040e-01,0.000e+00,2.460e-04
4.348e-01,0.000e+00,1.991e-04
4.680e-01,0.000e+00,4.629e-04
5.036e-01,0.000e+00,4.438e-04
5.421e-01,0.000e+00,4.177e-04
5.834e-01,0.000e+00,5.223e-04
6.279e-01,0.000e+00,5.707e-04
6.758e-01,0.000e+00,5.462e-04
7.273e-01,0.000e+00,6.145e-04
7.827e-01,0.000e+00,7.505e-04
8.424e-01,0.000e+00,6.955e-04
9.067e-01,0.000e+00,7.542e-04
9.758e-01,0.000e+00,1.064e-03
1.050e+00,0.000e+00,9.826e-04
1.130e+00,0.000e+00,9.552e-04
1.216e+00,0.000e+00,9.464e-04
1.309e+00,0.000e+00,9.360e-04
1.409e+00,0.000e+00,8.910e-04
1.517e+00,0.000e+00,1.067e-03
1.632e+00,0.000e+00,1.067e-03
1.757e+00,0.000e+00,1.096e-03
1.891e+00,0.000e+00,8.670e-04
2.035e+00,0.000e+00,9.996e-04
2.190e+00,0.000e+00,9.988e-04
2.357e+00,0.000e+00,9.394e-04
2.537e+00,0.000e+00,7.935e-04
2.730e+00,0.000e+00,8.214e-04
2.938e+00,0.000e+00,7.950e-04
3.162e+00,0.000e+00,7.465e-04
3.403e+00,0.000e+00,8.137e-04
3.663e+00,0.000e+00,6.109e-04
3.942e+00,0.000e+00,6.610e-04
4.243e+00,0.000e+00,5.924e-04
4.566e+00,0.000e+00,5.603e-04
4.915e+00,0.000e+00,5.585e-04
5.289e+00,0.000e+00,5.187e-04
5.693e+00,0.000e+00,3.683e-04
6.127e+00,0.000e+00,4.583e-04
6.594e+00,0.000e+00,3.415e-04
7.097e+00,0.000e+00,3.456e-04
7.638e+00,0.000e+00,4.217e-04
8.220e+00,0.000e+00,3.584e-04
8.847e+00,0.000e+00,2.286e-04
9.522e+00,0.000e+00,2.139e-04
1.025e+01,0.000e+00,1.800e-04
1.103e+01,0.000e+00,1.626e-04
1.187e+01,0.000e+00,1.773e-04
1.278e+01,0.000e+00,2.150e-04
1.375e+01,0.000e+00,1.455e-04
1.480e+01,0.000e+00,1.032e-04
1.593e+01,0.000e+00,1.453e-04
1.714e+01,0.000e+00,1.174e-04
1.845e+01,0.000e+00,1.002e-04
1.986e+01,0.000e+00,6.580e-05
2.137e+01,0.000e+00,1.489e-04
2.300e+01,0.000e+00,9.401e-05
2.475e+01,0.000e+00,8.049e-05
2.664e+01,0.000e+00,4.509e-05
2.867e+01,0.000e+00,5.854e-05
3.086e+01,0.000e+00,4.039e-05
3.321e+01,0.000e+00,2.317e-05
3.574e+01,0.000e+00,1.434e-05
3.847e+01,0.000e+00,2.600e-05
4.140e+01,0.000e+00,1.372e-05
4.456e+01,0.000e+00,2.150e-05
4.796e+01,0.000e+00,1.911e-05
5.161e+01,0.000e+00,1.465e-05
5.555e+01,0.000e+00,2.011e-05
5.979e+01,0.000e+00,9.948e-06
6.434e+01,0.000e+00,2.696e-05
6.925e+01,0.000e+00,1.652e-05
7.453e+01,0.000e+00,9.668e-06
8.021e+01,0.000e+00,3.321e-06
8.633e+01,0.000e+00,3.360e-06
9.291e+01,0.000e+00,4.041e-06
1.000e+02,0.000e+00,2.467e-06
