# Input file: /rundisk/lessa/pp2chi0chi0_minimalH_root/Events/run_14/ddmH_1000_489_189_delphes_events.root
# Number of events: 25000
# ctau(m),eff(low-ET),eff(high-ET)
1.000e-01,0.000e+00,2.030e-05
1.076e-01,0.000e+00,2.030e-05
1.158e-01,0.000e+00,2.030e-05
1.247e-01,0.000e+00,2.030e-05
1.342e-01,0.000e+00,4.612e-05
1.444e-01,0.000e+00,2.849e-05
1.554e-01,0.000e+00,5.162e-05
1.673e-01,0.000e+00,4.562e-05
1.800e-01,0.000e+00,4.151e-05
1.937e-01,0.000e+00,8.393e-05
2.085e-01,0.000e+00,1.050e-04
2.244e-01,0.000e+00,1.142e-04
2.415e-01,0.000e+00,1.930e-04
2.600e-01,0.000e+00,2.088e-04
2.798e-01,0.000e+00,1.954e-04
3.011e-01,0.000e+00,3.528e-04
3.241e-01,0.000e+00,3.902e-04
3.488e-01,0.000e+00,5.674e-04
3.754e-01,0.000e+00,6.908e-04
4.040e-01,0.000e+00,8.721e-04
4.348e-01,0.000e+00,9.927e-04
4.680e-01,0.000e+00,1.041e-03
5.036e-01,0.000e+00,1.509e-03
5.421e-01,0.000e+00,1.674e-03
5.834e-01,0.000e+00,1.939e-03
6.279e-01,0.000e+00,2.364e-03
6.758e-01,0.000e+00,2.774e-03
7.273e-01,0.000e+00,3.334e-03
7.827e-01,0.000e+00,3.718e-03
8.424e-01,0.000e+00,4.197e-03
9.067e-01,0.000e+00,5.024e-03
9.758e-01,0.000e+00,5.526e-03
1.050e+00,0.000e+00,5.962e-03
1.130e+00,0.000e+00,6.439e-03
1.216e+00,0.000e+00,7.657e-03
1.309e+00,0.000e+00,8.365e-03
1.409e+00,0.000e+00,8.982e-03
1.517e+00,0.000e+00,9.741e-03
1.632e+00,0.000e+00,9.792e-03
1.757e+00,0.000e+00,1.077e-02
1.891e+00,0.000e+00,1.152e-02
2.035e+00,0.000e+00,1.254e-02
2.190e+00,0.000e+00,1.284e-02
2.357e+00,0.000e+00,1.431e-02
2.537e+00,0.000e+00,1.467e-02
2.730e+00,0.000e+00,1.519e-02
2.938e+00,0.000e+00,1.518e-02
3.162e+00,0.000e+00,1.556e-02
3.403e+00,0.000e+00,1.650e-02
3.663e+00,0.000e+00,1.628e-02
3.942e+00,0.000e+00,1.679e-02
4.243e+00,0.000e+00,1.719e-02
4.566e+00,0.000e+00,1.682e-02
4.915e+00,0.000e+00,1.710e-02
5.289e+00,0.000e+00,1.661e-02
5.693e+00,0.000e+00,1.693e-02
6.127e+00,0.000e+00,1.674e-02
6.594e+00,0.000e+00,1.635e-02
7.097e+00,0.000e+00,1.615e-02
7.638e+00,0.000e+00,1.539e-02
8.220e+00,0.000e+00,1.541e-02
8.847e+00,0.000e+00,1.524e-02
9.522e+00,0.000e+00,1.441e-02
1.025e+01,0.000e+00,1.371e-02
1.103e+01,0.000e+00,1.196e-02
1.187e+01,0.000e+00,1.210e-02
1.278e+01,0.000e+00,1.118e-02
1.375e+01,0.000e+00,1.104e-02
1.480e+01,0.000e+00,9.886e-03
1.593e+01,0.000e+00,9.270e-03
1.714e+01,0.000e+00,8.605e-03
1.845e+01,0.000e+00,7.972e-03
1.986e+01,0.000e+00,7.418e-03
2.137e+01,0.000e+00,7.090e-03
2.300e+01,0.000e+00,6.176e-03
2.475e+01,0.000e+00,5.921e-03
2.664e+01,0.000e+00,5.750e-03
2.867e+01,0.000e+00,4.963e-03
3.086e+01,0.000e+00,4.358e-03
3.321e+01,0.000e+00,3.967e-03
3.574e+01,0.000e+00,3.703e-03
3.847e+01,0.000e+00,3.293e-03
4.140e+01,0.000e+00,3.362e-03
4.456e+01,0.000e+00,2.657e-03
4.796e+01,0.000e+00,2.349e-03
5.161e+01,0.000e+00,2.247e-03
5.555e+01,0.000e+00,2.003e-03
5.979e+01,0.000e+00,1.887e-03
6.434e+01,0.000e+00,1.523e-03
6.925e+01,0.000e+00,1.700e-03
7.453e+01,0.000e+00,1.333e-03
8.021e+01,0.000e+00,1.094e-03
8.633e+01,0.000e+00,1.046e-03
9.291e+01,0.000e+00,9.783e-04
1.000e+02,0.000e+00,7.237e-04
