bin_center,normalized_count,error,bin_left_edge,bin_right_edge
0.0,0.9960620790561493,0.011005354528617431,-0.5,0.5
1.0,0.0032845556983408667,0.0004335673473943998,0.5,1.5
2.0,0.0006533652455086327,0.00019601047697404754,1.5,2.5
3.0,0.0,0.0,2.5,3.5
4.0,0.0,0.0,3.5,4.5
5.0,0.0,0.0,4.5,5.5
6.0,0.0,0.0,5.5,6.5
