bin_center,normalized_count,error,bin_left_edge,bin_right_edge
0.0,0.9945712816316791,0.010998774710397022,-0.5,0.5
1.0,0.005028631945653634,0.0005852886742681968,0.5,1.5
2.0,0.00040008642266513105,0.00016917768787493852,1.5,2.5
3.0,0.0,0.0,2.5,3.5
4.0,0.0,0.0,3.5,4.5
5.0,0.0,0.0,4.5,5.5
6.0,0.0,0.0,5.5,6.5
