bin_center,normalized_count,error,bin_left_edge,bin_right_edge
0.0,0.992872214502599,0.005054568713387339,-0.5,0.5
1.0,0.006535947712418301,0.00041010183342363307,0.5,1.5
2.0,0.0005403736297668674,0.00011791919342689105,1.5,2.5
3.0,5.146415521589213e-05,3.6390653141194357e-05,2.5,3.5
4.0,0.0,0.0,3.5,4.5
5.0,0.0,0.0,4.5,5.5
6.0,0.0,0.0,5.5,6.5
