mS[GeV], sinalp
151.17152524447056, 0.3429906542056075
151.17152524447056, 0.1878504672897196
156.13351925864382, 0.27009345794392525
181.53130672482143, 0.27009345794392525
183.49613390931444, 0.26822429906542056
185.48222765071475, 0.26822429906542056
186.4833213149006, 0.24018691588785046
188.50174725907937, 0.22710280373831776
190.54201989315735, 0.25514018691588786
192.60437567756094, 0.24953271028037383
194.68905363207614, 0.20841121495327103
196.79629536354997, 0.191588785046729
198.92634509389185, 0.20841121495327103
206.5647204473846, 0.19906542056074766
206.5647204473846, 0.15420560747663553
213.34491866753046, 0.16915887850467293
217.98824393634646, 0.16728971962616823
223.9347717497273, 0.17663551401869165
228.80857887260723, 0.1785046728971963
238.8767283288876, 0.23084112149532715
242.7654726808764, 0.22523364485981312
248.04911881004352, 0.18224299065420563
250.73390999301176, 0.19532710280373833
258.9639001219305, 0.19906542056074766
263.1796494375428, 0.22149532710280373
268.90759798257403, 0.2065420560747664
271.8181535675333, 0.18598130841121496
273.2852236733526, 0.16355140186915895
279.23311403137893, 0.15794392523364492
288.39855069772193, 0.18224299065420563
294.6753736298464, 0.2065420560747664
297.8648300115287, 0.21214953271028042
317.73973966363616, 0.1485981308411215
338.94079457990347, 0.12990654205607483
351.9554458589505, 0.13177570093457946
359.61554681406636, 0.13551401869158886
379.5031473546086, 0.1616822429906542
400.4905798094386, 0.1616822429906542
402.6521269673062, 0.16915887850467293
418.113166485259, 0.14672897196261686
478.3393971570887, 0.20841121495327103
499.38752640614916, 0.17102803738317762
513.0103794637515, 0.20280373831775705
550.194382904056, 0.1785046728971963
590.0735562029, 0.20093457943925236
602.9161562099188, 0.19719626168224302
675.0694591254539, 0.27009345794392525
700.9907814925134, 0.2644859813084112
704.774202895702, 0.27009345794392525
739.7572496511699, 0.27009345794392525
795.5144565523456, 0.2700934579439252
801.9635225804999, 0.26822429906542056
810.6436767564765, 0.27009345794392525
989.2922693103484, 0.27009345794392525

