mS[GeV], sinalp
251.26760563380282, 0.16967509025270755
259.71830985915494, 0.18989169675090256
269.85915492957747, 0.2
280, 0.15812274368231044
290.14084507042253, 0.17978339350180506
300.28169014084506, 0.2
310.4225352112676, 0.17978339350180506
318.8732394366197, 0.14945848375451265
330.7042253521127, 0.13501805054151622
339.15492957746477, 0.12490974729241877
350.98591549295776, 0.12490974729241877
361.1267605633803, 0.13501805054151622
369.57746478873236, 0.14368231046931412
376.3380281690141, 0.15667870036101084
379.7183098591549, 0.1595667870036101
400, 0.14368231046931412
442.2535211267605, 0.14368231046931412
449.01408450704224, 0.13357400722021662
457.46478873239437, 0.14368231046931412
471.830985915493, 0.14368231046931412
487.88732394366195, 0.16245487364620942
521.6901408450703, 0.16389891696750902
528.4507042253521, 0.15379061371841157
560.5633802816901, 0.15379061371841157
569.0140845070423, 0.16245487364620942
580.8450704225352, 0.16245487364620942
580.8450704225352, 0.1768953068592058
611.2676056338028, 0.17400722021660653
653.5211267605634, 0.16967509025270755
689.0140845070423, 0.1667870036101083
746.4788732394366, 0.16245487364620942
792.1126760563379, 0.16101083032490976
856.338028169014, 0.15523465703971118
937.4647887323943, 0.1523465703971119
1000, 0.15090252707581225

